"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"06001","0","10","70","0","2016","A","","Alameda County, California","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",60608,751599,53035088461,5533631801,257275895,1357,70563,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1837,3.1,22604,3.1,2886518028,5.8,170615682,3.2,-5245602,-2.0,34,2.6,1772,2.6
"06001","1","10","71","0","2016","A","","Alameda County, California","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",109,9140,789766512,0,0,1662,86405,"",0.29,0.62,0.52,0.00,0.00,0.84,0.84,"",-1,-0.9,1,0.0,2450617,0.3,0,0.0,0,0.0,5,0.3,259,0.3
"06001","1","102","72","0","2016","A","","Alameda County, California","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",109,9140,789766512,0,0,1662,86405,"",0.29,0.63,0.53,0.00,0.00,0.84,0.84,"",-1,-0.9,1,0.0,2450617,0.3,0,0.0,0,0.0,5,0.3,259,0.3
"06001","1","1021","73","0","2016","A","","Alameda County, California","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",28,3503,233801879,0,0,1283,66735,"",0.15,0.97,0.83,0.00,0.00,0.85,0.85,"",0,0.0,9,0.3,-2849412,-1.2,0,0.0,0,0.0,-20,-1.5,-1004,-1.5
"06001","1","1023","73","0","2016","A","","Alameda County, California","Federal Government","1023 Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",1,10,1281918,0,0,2465,128192,"",0.20,0.14,0.12,0.00,0.00,0.87,0.87,"",0,0.0,0,0.0,138645,12.1,0,0.0,0,0.0,248,11.2,12904,11.2
"06001","1","1024","73","0","2016","A","","Alameda County, California","Federal Government","1024 Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",2,20,2120707,0,0,2022,105159,"",0.22,0.06,0.05,0.00,0.00,0.93,0.93,"",0,0.0,5,33.3,504246,31.2,0,0.0,0,0.0,-50,-2.4,-2605,-2.4
"06001","1","1025","73","0","2016","A","","Alameda County, California","Federal Government","1025 Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1,385,33575928,0,0,1677,87210,"",0.12,0.18,0.16,0.00,0.00,0.87,0.87,"",0,0.0,-1,-0.3,880080,2.7,0,0.0,0,0.0,47,2.9,2451,2.9
"06001","1","1026","73","0","2016","A","","Alameda County, California","Federal Government","1026 Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",4,44,2369212,0,0,1030,53542,"",0.41,0.16,0.15,0.00,0.00,0.90,0.90,"",0,0.0,1,2.3,344840,17.0,0,0.0,0,0.0,125,13.8,6464,13.7
"06001","1","1027","73","0","2016","A","","Alameda County, California","Federal Government","1027 Other services","County, by Supersector -- by ownership sector","All establishment sizes",1,1,32691,0,0,1257,65382,"",0.92,0.04,0.02,0.00,0.00,0.94,0.94,"",0,0.0,1,100.0,32691,100.0,0,0.0,0,0.0,1257,100.0,65382,100.0
"06001","1","1028","73","0","2016","A","","Alameda County, California","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",72,5177,516584177,0,0,1919,99784,"",0.47,0.64,0.55,0.00,0.00,0.86,0.86,"",-1,-1.4,-15,-0.3,3399527,0.7,0,0.0,0,0.0,18,0.9,944,1.0
