"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay"
"06001","0","SIC_0Z","26","0",1975,"A","","Alameda County, California","Total Covered","All Industries","County, Total Covered","All establishment sizes",17759,382891,4388827793,0,0,220,11462
"06001","1","SIC_0Z","27","0",1975,"A","","Alameda County, California","Federal Government","All Industries","County, Total -- by ownership sector","All establishment sizes",49,24004,338883093,0,0,271,14117
"06001","1","SIC_0D","28","0",1975,"A","","Alameda County, California","Federal Government","Manufacturing Division","County, Industry Division -- by ownership sector","All establishment sizes",1,6153,82370412,0,0,257,13387
"06001","1","SIC_0D37","29","0",1975,"A","","Alameda County, California","Federal Government","SIC 37 Transportation Equipment","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,6153,82370412,0,0,257,13387
"06001","1","SIC_0E","28","0",1975,"A","","Alameda County, California","Federal Government","Transportation and Public Utilities Division","County, Industry Division -- by ownership sector","All establishment sizes",2,7892,116799350,0,0,284,14799
"06001","1","SIC_0E43","29","0",1975,"A","","Alameda County, California","Federal Government","SIC 43 U.S. Postal Service","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,5529,77656882,0,0,270,14045
"06001","1","SIC_0E44","29","0",1975,"A","","Alameda County, California","Federal Government","SIC 44 Water Transportation","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,2363,39142468,0,0,318,16564
"06001","1","SIC_0G","28","0",1975,"A","","Alameda County, California","Federal Government","Retail Trade Division","County, Industry Division -- by ownership sector","All establishment sizes",8,991,6028254,0,0,116,6083
"06001","1","SIC_0G53","29","0",1975,"A","","Alameda County, California","Federal Government","SIC 53 General Merchandise Stores","County, 2-digit SIC -- by ownership sector","All establishment sizes",7,697,4815176,0,0,132,6908
"06001","1","SIC_0G58","29","0",1975,"A","","Alameda County, California","Federal Government","SIC 58 Eating and Drinking Places","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,294,1213078,0,0,79,4126
"06001","1","SIC_0I","28","0",1975,"A","","Alameda County, California","Federal Government","Services Division","County, Industry Division -- by ownership sector","All establishment sizes",5,1327,16151274,0,0,234,12171
"06001","1","SIC_0I73","29","0",1975,"A","","Alameda County, California","Federal Government","SIC 73 Business Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,58,867847,0,0,287,14962
"06001","1","SIC_0I78","29","0",1975,"A","","Alameda County, California","Federal Government","SIC 78 Motion Pictures","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,4,2311,0,0,11,577
"06001","1","SIC_0I79","29","0",1975,"A","","Alameda County, California","Federal Government","SIC 79 Amusement and Recreation Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,37,148996,0,0,77,4026
"06001","1","SIC_0I80","29","0",1975,"A","","Alameda County, California","Federal Government","SIC 80 Health Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",2,1228,15132120,0,0,236,12322
"06001","1","SIC_0J","28","0",1975,"A","","Alameda County, California","Federal Government","Public Administration Division","County, Industry Division -- by ownership sector","All establishment sizes",33,7641,117533803,0,0,295,15381
"06001","1","SIC_0J91","29","0",1975,"A","","Alameda County, California","Federal Government","SIC 91 Executive, Legislative, and General","County, 2-digit SIC -- by ownership sector","All establishment sizes",5,329,3753698,0,0,219,11409
"06001","1","SIC_0J92","29","0",1975,"A","","Alameda County, California","Federal Government","SIC 92 Justice, Public Order, and Safety","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,15,323896,0,0,415,21593
"06001","1","SIC_0J93","29","0",1975,"A","","Alameda County, California","Federal Government","SIC 93 Finance, Taxation, and Monetary Policy","County, 2-digit SIC -- by ownership sector","All establishment sizes",3,473,6648317,0,0,270,14055
"06001","1","SIC_0J94","29","0",1975,"A","","Alameda County, California","Federal Government","SIC 94 Administration of Human Resources","County, 2-digit SIC -- by ownership sector","All establishment sizes",7,494,5080676,0,0,197,10284
"06001","1","SIC_0J95","29","0",1975,"A","","Alameda County, California","Federal Government","SIC 95 Environmental Quality and Housing","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,201,3232687,0,0,309,16083
"06001","1","SIC_0J96","29","0",1975,"A","","Alameda County, California","Federal Government","SIC 96 Administration of Economic Programs","County, 2-digit SIC -- by ownership sector","All establishment sizes",9,1754,34000243,0,0,372,19384
"06001","1","SIC_0J97","29","0",1975,"A","","Alameda County, California","Federal Government","SIC 97 National Security and Intl. Affairs","County, 2-digit SIC -- by ownership sector","All establishment sizes",7,4375,64494286,0,0,283,14741
"06001","2","SIC_0Z","27","0",1975,"A","","Alameda County, California","State Government","All Industries","County, Total -- by ownership sector","All establishment sizes",158,34644,473612711,0,0,262,13670
"06001","2","SIC_0E","28","0",1975,"A","N","Alameda County, California","State Government","Transportation and Public Utilities Division","County, Industry Division -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06001","2","SIC_0E47","29","0",1975,"A","N","Alameda County, California","State Government","SIC 47 Transportation Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06001","2","SIC_0H","28","0",1975,"A","N","Alameda County, California","State Government","Finance, Insurance, and Real Estate Division","County, Industry Division -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06001","2","SIC_0H63","29","0",1975,"A","N","Alameda County, California","State Government","SIC 63 Insurance Carriers","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06001","2","SIC_0I","28","0",1975,"A","","Alameda County, California","State Government","Services Division","County, Industry Division -- by ownership sector","All establishment sizes",30,32099,428437254,0,0,256,13347
"06001","2","SIC_0I73","29","0",1975,"A","N","Alameda County, California","State Government","SIC 73 Business Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06001","2","SIC_0I80","29","0",1975,"A","N","Alameda County, California","State Government","SIC 80 Health Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06001","2","SIC_0I82","29","0",1975,"A","","Alameda County, California","State Government","SIC 82 Educational Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",20,18445,195950449,0,0,204,10623
"06001","2","SIC_0J","28","0",1975,"A","","Alameda County, California","State Government","Public Administration Division","County, Industry Division -- by ownership sector","All establishment sizes",109,2186,38727277,0,0,340,17716
"06001","2","SIC_0J91","29","0",1975,"A","","Alameda County, California","State Government","SIC 91 Executive, Legislative, and General","County, 2-digit SIC -- by ownership sector","All establishment sizes",33,1002,16605326,0,0,318,16572
"06001","2","SIC_0J92","29","0",1975,"A","","Alameda County, California","State Government","SIC 92 Justice, Public Order, and Safety","County, 2-digit SIC -- by ownership sector","All establishment sizes",13,332,6965285,0,0,403,20979
"06001","2","SIC_0J93","29","0",1975,"A","N","Alameda County, California","State Government","SIC 93 Finance, Taxation, and Monetary Policy","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06001","2","SIC_0J94","29","0",1975,"A","","Alameda County, California","State Government","SIC 94 Administration of Human Resources","County, 2-digit SIC -- by ownership sector","All establishment sizes",28,346,6546680,0,0,363,18921
