"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"06081","0","10","70","0","2013","A","","San Mateo County, California","Total Covered","Total, all industries","County, Total Covered","All establishment sizes",24601,356563,36879722079,2827997703,146293833,1989,103431,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",359,1.5,16488,4.8,1769308610,5.0,195029711,7.4,6961924,5.0,4,0.2,188,0.2
"06081","1","10","71","0","2013","A","","San Mateo County, California","Federal Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",58,3599,278482198,0,0,1488,77374,"",0.35,0.49,0.25,0.00,0.00,0.51,0.51,"",-4,-6.5,-90,-2.4,-7597274,-2.7,0,0.0,0,0.0,-3,-0.2,-172,-0.2
"06081","1","102","72","0","2013","A","","San Mateo County, California","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",58,3599,278482198,0,0,1488,77374,"",0.35,0.50,0.25,0.00,0.00,0.51,0.51,"",-4,-6.5,-90,-2.4,-7597274,-2.7,0,0.0,0,0.0,-3,-0.2,-172,-0.2
"06081","1","1021","73","0","2013","A","","San Mateo County, California","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",26,1766,114205650,0,0,1244,64678,"",0.32,0.99,0.53,0.00,0.00,0.54,0.54,"",-3,-10.3,-73,-4.0,-4210774,-3.6,0,0.0,0,0.0,6,0.5,298,0.5
"06081","1","1024","73","0","2013","A","","San Mateo County, California","Federal Government","Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",3,7,839158,0,0,2305,119880,"",0.73,0.04,0.03,0.00,0.00,0.71,0.71,"",0,0.0,-1,-12.5,-112668,-11.8,0,0.0,0,0.0,17,0.7,902,0.8
"06081","1","1025","73","0","2013","A","","San Mateo County, California","Federal Government","Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",2,866,76827931,0,0,1706,88724,"",0.60,0.87,0.53,0.00,0.00,0.60,0.60,"",0,0.0,28,3.3,4129374,5.7,0,0.0,0,0.0,38,2.3,2006,2.3
"06081","1","1027","73","0","2013","A","","San Mateo County, California","Federal Government","Other services","County, by Supersector -- by ownership sector","All establishment sizes",1,9,613709,0,0,1324,68827,"",1.97,0.72,0.48,0.00,0.00,0.67,0.67,"",0,0.0,-2,-18.2,-164832,-21.2,0,0.0,0,0.0,13,1.0,634,0.9
"06081","1","1028","73","0","2013","A","","San Mateo County, California","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",26,952,85995750,0,0,1738,90371,"",0.37,0.23,0.13,0.00,0.00,0.54,0.54,"",-2,-7.1,-40,-4.0,-7238374,-7.8,0,0.0,0,0.0,-69,-3.8,-3607,-3.8
"06081","1","48-49","74","0","2013","A","","San Mateo County, California","Federal Government","Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",26,1766,114205650,0,0,1244,64678,"",0.33,1.09,0.58,0.00,0.00,0.53,0.53,"",-3,-10.3,-73,-4.0,-4210774,-3.6,0,0.0,0,0.0,6,0.5,298,0.5
"06081","1","491","75","0","2013","A","","San Mateo County, California","Federal Government","Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",26,1766,114205650,0,0,1244,64678,"",0.33,1.11,0.60,0.00,0.00,0.54,0.54,"",-3,-10.3,-73,-4.0,-4210774,-3.6,0,0.0,0,0.0,6,0.5,298,0.5
