"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"06085","0","10","70","0","2013","A","","Santa Clara County, California","Total Covered","Total, all industries","County, Total Covered","All establishment sizes",62755,938114,92475629194,7011388409,365692315,1896,98576,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",802,1.3,35061,3.9,5853464140,6.8,375461716,5.7,6049080,1.7,51,2.8,2655,2.8
"06085","1","10","71","0","2013","A","","Santa Clara County, California","Federal Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",93,9821,852978783,0,0,1670,86855,"",0.22,0.51,0.30,0.00,0.00,0.60,0.60,"",-1,-1.1,66,0.7,19795137,2.4,0,0.0,0,0.0,27,1.6,1445,1.7
"06085","1","102","72","0","2013","A","","Santa Clara County, California","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",93,9821,852978783,0,0,1670,86855,"",0.22,0.51,0.31,0.00,0.00,0.60,0.60,"",-1,-1.1,66,0.7,19795137,2.4,0,0.0,0,0.0,27,1.6,1445,1.7
"06085","1","1021","73","0","2013","A","","Santa Clara County, California","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",37,3008,186994755,0,0,1196,62171,"",0.18,0.64,0.35,0.00,0.00,0.55,0.55,"",-2,-5.1,-79,-2.6,-3082951,-1.6,0,0.0,0,0.0,12,1.0,606,1.0
"06085","1","1024","73","0","2013","A","","Santa Clara County, California","Federal Government","Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",1,4,387615,0,0,1826,94926,"",0.09,0.01,0.01,0.00,0.00,0.59,0.59,"",0,0.0,-1,-20.0,-137380,-26.2,0,0.0,0,0.0,-128,-6.6,-6686,-6.6
"06085","1","1025","73","0","2013","A","","Santa Clara County, California","Federal Government","Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1,3042,287483298,0,0,1818,94518,"",0.12,1.17,0.79,0.00,0.00,0.68,0.68,"",0,0.0,109,3.7,15257985,5.6,0,0.0,0,0.0,33,1.8,1698,1.8
"06085","1","1027","73","0","2013","A","","Santa Clara County, California","Federal Government","Other services","County, by Supersector -- by ownership sector","All establishment sizes",1,0,3525,0,0,203,10575,"",0.77,0.00,0.00,0.00,0.00,0.11,0.11,"",0,0.0,0,0.0,225,6.8,0,0.0,0,0.0,-51,-20.1,-2625,-19.9
"06085","1","1028","73","0","2013","A","","Santa Clara County, California","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",53,3767,378109590,0,0,1930,100376,"",0.30,0.35,0.22,0.00,0.00,0.63,0.63,"",0,0.0,38,1.0,7757258,2.1,0,0.0,0,0.0,20,1.0,1070,1.1
"06085","1","44-45","74","0","2013","A","","Santa Clara County, California","Federal Government","Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",2,59,2168175,0,0,709,36853,"",0.41,0.17,0.11,0.00,0.00,0.64,0.64,"",0,0.0,-7,-10.6,-258304,-10.6,0,0.0,0,0.0,6,0.9,273,0.7
"06085","1","445","75","0","2013","A","","Santa Clara County, California","Federal Government","Food and beverage stores","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,45,1837076,0,0,794,41283,"",0.72,0.53,0.31,0.00,0.00,0.58,0.58,"",0,0.0,-7,-13.5,-261364,-12.5,0,0.0,0,0.0,18,2.3,928,2.3
"06085","1","4451","76","0","2013","A","","Santa Clara County, California","Federal Government","Grocery stores","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,45,1837076,0,0,794,41283,"",0.73,0.53,0.31,0.00,0.00,0.58,0.58,"",0,0.0,-7,-13.5,-261364,-12.5,0,0.0,0,0.0,18,2.3,928,2.3
"06085","1","44511","77","0","2013","A","","Santa Clara County, California","Federal Government","Supermarkets and other grocery stores","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,45,1837076,0,0,794,41283,"",0.85,0.57,0.32,0.00,0.00,0.57,0.57,"",0,0.0,-7,-13.5,-261364,-12.5,0,0.0,0,0.0,18,2.3,928,2.3
"06085","1","445110","78","0","2013","A","","Santa Clara County, California","Federal Government","Supermarkets and other grocery stores","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,45,1837076,0,0,794,41283,"",0.85,0.57,0.32,0.00,0.00,0.57,0.57,"",0,0.0,-7,-13.5,-261364,-12.5,0,0.0,0,0.0,18,2.3,928,2.3
"06085","1","452","75","0","2013","A","","Santa Clara County, California","Federal Government","General merchandise stores","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,14,331099,0,0,444,23100,"",0.47,0.05,0.02,0.00,0.00,0.44,0.44,"",0,0.0,0,0.0,3060,0.9,0,0.0,0,0.0,4,0.9,214,0.9
"06085","1","4521","76","0","2013","A","","Santa Clara County, California","Federal Government","Department stores","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,14,331099,0,0,444,23100,"",0.65,0.08,0.04,0.00,0.00,0.44,0.44,"",0,0.0,0,0.0,3060,0.9,0,0.0,0,0.0,4,0.9,214,0.9
"06085","1","45211","77","0","2013","A","","Santa Clara County, California","Federal Government","Department stores","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,14,331099,0,0,444,23100,"",0.65,0.08,0.04,0.00,0.00,0.44,0.44,"",0,0.0,0,0.0,3060,0.9,0,0.0,0,0.0,4,0.9,214,0.9
"06085","1","452111","78","0","2013","A","","Santa Clara County, California","Federal Government","Department stores, except discount","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,14,331099,0,0,444,23100,"",1.33,0.10,0.04,0.00,0.00,0.43,0.43,"",0,0.0,0,0.0,3060,0.9,0,0.0,0,0.0,4,0.9,214,0.9
"06085","1","48-49","74","0","2013","A","","Santa Clara County, California","Federal Government","Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",35,2949,184826580,0,0,1205,62676,"",0.17,0.69,0.37,0.00,0.00,0.54,0.54,"",-2,-5.4,-72,-2.4,-2824647,-1.5,0,0.0,0,0.0,11,0.9,562,0.9
"06085","1","491","75","0","2013","A","","Santa Clara County, California","Federal Government","Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",35,2949,184826580,0,0,1205,62676,"",0.17,0.71,0.39,0.00,0.00,0.55,0.55,"",-2,-5.4,-72,-2.4,-2824647,-1.5,0,0.0,0,0.0,11,0.9,562,0.9
"06085","1","4911","76","0","2013","A","","Santa Clara County, California","Federal Government","Postal service","County, NAICS 4-digit -- by ownership sector","All establishment sizes",35,2949,184826580,0,0,1205,62676,"",0.17,0.71,0.39,0.00,0.00,0.55,0.55,"",-2,-5.4,-72,-2.4,-2824647,-1.5,0,0.0,0,0.0,11,0.9,562,0.9
"06085","1","49111","77","0","2013","A","","Santa Clara County, California","Federal Government","Postal service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",35,2949,184826580,0,0,1205,62676,"",0.17,0.71,0.39,0.00,0.00,0.55,0.55,"",-2,-5.4,-72,-2.4,-2824647,-1.5,0,0.0,0,0.0,11,0.9,562,0.9
"06085","1","491110","78","0","2013","A","","Santa Clara County, California","Federal Government","Postal service","County, NAICS 6-digit -- by ownership sector","All establishment sizes",35,2949,184826580,0,0,1205,62676,"",0.17,0.71,0.39,0.00,0.00,0.55,0.55,"",-2,-5.4,-72,-2.4,-2824647,-1.5,0,0.0,0,0.0,11,0.9,562,0.9
"06085","1","54","74","0","2013","A","","Santa Clara County, California","Federal Government","Professional and technical services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,4,387615,0,0,1826,94926,"",0.10,0.01,0.01,0.00,0.00,0.58,0.58,"",0,0.0,-1,-20.0,-137380,-26.2,0,0.0,0,0.0,-128,-6.6,-6686,-6.6
"06085","1","541","75","0","2013","A","","Santa Clara County, California","Federal Government","Professional and technical services","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,4,387615,0,0,1826,94926,"",0.10,0.01,0.01,0.00,0.00,0.58,0.58,"",0,0.0,-1,-20.0,-137380,-26.2,0,0.0,0,0.0,-128,-6.6,-6686,-6.6
"06085","1","5413","76","0","2013","A","","Santa Clara County, California","Federal Government","Architectural and engineering services","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,4,387615,0,0,1826,94926,"",0.18,0.01,0.01,0.00,0.00,0.60,0.60,"",0,0.0,-1,-20.0,-137380,-26.2,0,0.0,0,0.0,-128,-6.6,-6686,-6.6
"06085","1","54133","77","0","2013","A","","Santa Clara County, California","Federal Government","Engineering services","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,4,387615,0,0,1826,94926,"",0.18,0.01,0.01,0.00,0.00,0.60,0.60,"",0,0.0,-1,-20.0,-137380,-26.2,0,0.0,0,0.0,-128,-6.6,-6686,-6.6
"06085","1","541330","78","0","2013","A","","Santa Clara County, California","Federal Government","Engineering services","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,4,387615,0,0,1826,94926,"",0.18,0.01,0.01,0.00,0.00,0.60,0.60,"",0,0.0,-1,-20.0,-137380,-26.2,0,0.0,0,0.0,-128,-6.6,-6686,-6.6
"06085","1","62","74","0","2013","A","","Santa Clara County, California","Federal Government","Health care and social assistance","County, NAICS Sector -- by ownership sector","All establishment sizes",1,3042,287483298,0,0,1818,94518,"",0.13,1.20,0.81,0.00,0.00,0.67,0.67,"",0,0.0,109,3.7,15257985,5.6,0,0.0,0,0.0,33,1.8,1698,1.8
"06085","1","622","75","0","2013","A","","Santa Clara County, California","Federal Government","Hospitals","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,3042,287483298,0,0,1818,94518,"",0.43,1.38,0.91,0.00,0.00,0.66,0.66,"",0,0.0,109,3.7,15257985,5.6,0,0.0,0,0.0,33,1.8,1698,1.8
"06085","1","6221","76","0","2013","A","","Santa Clara County, California","Federal Government","General medical and surgical hospitals","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,3042,287483298,0,0,1818,94518,"",0.44,1.41,0.93,0.00,0.00,0.66,0.66,"",0,0.0,109,3.7,15257985,5.6,0,0.0,0,0.0,33,1.8,1698,1.8
"06085","1","62211","77","0","2013","A","","Santa Clara County, California","Federal Government","General medical and surgical hospitals","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,3042,287483298,0,0,1818,94518,"",0.44,1.41,0.93,0.00,0.00,0.66,0.66,"",0,0.0,109,3.7,15257985,5.6,0,0.0,0,0.0,33,1.8,1698,1.8
"06085","1","622110","78","0","2013","A","","Santa Clara County, California","Federal Government","General medical and surgical hospitals","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,3042,287483298,0,0,1818,94518,"",0.44,1.41,0.93,0.00,0.00,0.66,0.66,"",0,0.0,109,3.7,15257985,5.6,0,0.0,0,0.0,33,1.8,1698,1.8
"06085","1","81","74","0","2013","A","","Santa Clara County, California","Federal Government","Other services, except public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,3525,0,0,203,10575,"",0.77,0.00,0.00,0.00,0.00,0.11,0.11,"",0,0.0,0,0.0,225,6.8,0,0.0,0,0.0,-51,-20.1,-2625,-19.9
"06085","1","813","75","0","2013","A","","Santa Clara County, California","Federal Government","Membership associations and organizations","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,3525,0,0,203,10575,"",4.19,0.00,0.00,0.00,0.00,0.13,0.13,"",0,0.0,0,0.0,225,6.8,0,0.0,0,0.0,-51,-20.1,-2625,-19.9
"06085","1","8132","76","0","2013","A","","Santa Clara County, California","Federal Government","Grantmaking and giving services","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,3525,0,0,203,10575,"",8.63,0.00,0.00,0.00,0.00,0.10,0.10,"",0,0.0,0,0.0,225,6.8,0,0.0,0,0.0,-51,-20.1,-2625,-19.9
"06085","1","81321","77","0","2013","A","","Santa Clara County, California","Federal Government","Grantmaking and giving services","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,3525,0,0,203,10575,"",8.63,0.00,0.00,0.00,0.00,0.10,0.10,"",0,0.0,0,0.0,225,6.8,0,0.0,0,0.0,-51,-20.1,-2625,-19.9
"06085","1","813211","78","0","2013","A","","Santa Clara County, California","Federal Government","Grantmaking foundations","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,3525,0,0,203,10575,"",12.22,0.00,0.09,0.00,0.00,0.07,0.07,"",0,0.0,0,0.0,225,6.8,0,0.0,0,0.0,-51,-20.1,-2625,-19.9
"06085","1","92","74","0","2013","A","","Santa Clara County, California","Federal Government","Public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",53,3767,378109590,0,0,1930,100376,"",0.30,0.35,0.22,0.00,0.00,0.63,0.63,"",0,0.0,38,1.0,7757258,2.1,0,0.0,0,0.0,20,1.0,1070,1.1
"06085","1","921","75","0","2013","A","","Santa Clara County, California","Federal Government","Executive, legislative and general government","County, NAICS 3-digit -- by ownership sector","All establishment sizes",5,416,40701603,0,0,1880,97782,"",0.29,0.37,0.24,0.00,0.00,0.65,0.65,"",0,0.0,-20,-4.6,-2269481,-5.3,0,0.0,0,0.0,-16,-0.8,-794,-0.8
"06085","1","9211","76","0","2013","A","","Santa Clara County, California","Federal Government","Executive, legislative and general government","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,416,40701603,0,0,1880,97782,"",0.29,0.37,0.24,0.00,0.00,0.65,0.65,"",0,0.0,-20,-4.6,-2269481,-5.3,0,0.0,0,0.0,-16,-0.8,-794,-0.8
"06085","1","92113","77","0","2013","A","","Santa Clara County, California","Federal Government","Public finance activities","County, NAICS 5-digit -- by ownership sector","All establishment sizes",2,403,39403310,0,0,1883,97896,"",0.51,0.54,0.35,0.00,0.00,0.64,0.64,"",0,0.0,-16,-3.8,-2184284,-5.3,0,0.0,0,0.0,-24,-1.3,-1260,-1.3
"06085","1","921130","78","0","2013","A","","Santa Clara County, California","Federal Government","Public finance activities","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,403,39403310,0,0,1883,97896,"",0.51,0.54,0.35,0.00,0.00,0.64,0.64,"",0,0.0,-16,-3.8,-2184284,-5.3,0,0.0,0,0.0,-24,-1.3,-1260,-1.3
"06085","1","92119","77","0","2013","A","","Santa Clara County, California","Federal Government","Other general government support","County, NAICS 5-digit -- by ownership sector","All establishment sizes",3,14,1298293,0,0,1816,94421,"",0.23,0.05,0.03,0.00,0.00,0.63,0.63,"",0,0.0,-3,-17.6,-85197,-6.2,0,0.0,0,0.0,204,12.7,10573,12.6
"06085","1","921190","78","0","2013","A","","Santa Clara County, California","Federal Government","Other general government support","County, NAICS 6-digit -- by ownership sector","All establishment sizes",3,14,1298293,0,0,1816,94421,"",0.23,0.05,0.03,0.00,0.00,0.63,0.63,"",0,0.0,-3,-17.6,-85197,-6.2,0,0.0,0,0.0,204,12.7,10573,12.6
"06085","1","922","75","0","2013","A","","Santa Clara County, California","Federal Government","Justice, public order, and safety activities","County, NAICS 3-digit -- by ownership sector","All establishment sizes",14,395,41892216,0,0,2041,106123,"",0.55,0.22,0.13,0.00,0.00,0.57,0.57,"",-1,-6.7,-2,-0.5,356758,0.9,0,0.0,0,0.0,27,1.3,1390,1.3
"06085","1","9221","76","0","2013","A","","Santa Clara County, California","Federal Government","Justice, public order, and safety activities","County, NAICS 4-digit -- by ownership sector","All establishment sizes",14,395,41892216,0,0,2041,106123,"",0.55,0.22,0.13,0.00,0.00,0.57,0.57,"",-1,-6.7,-2,-0.5,356758,0.9,0,0.0,0,0.0,27,1.3,1390,1.3
"06085","1","92211","77","0","2013","A","","Santa Clara County, California","Federal Government","Courts","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,105,8936803,0,0,1639,85248,"",0.26,0.44,0.22,0.00,0.00,0.50,0.50,"",-1,-50.0,-3,-2.8,-116976,-1.3,0,0.0,0,0.0,21,1.3,1092,1.3
"06085","1","922110","78","0","2013","A","","Santa Clara County, California","Federal Government","Courts","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,105,8936803,0,0,1639,85248,"",0.26,0.44,0.22,0.00,0.00,0.50,0.50,"",-1,-50.0,-3,-2.8,-116976,-1.3,0,0.0,0,0.0,21,1.3,1092,1.3
"06085","1","92212","77","0","2013","A","","Santa Clara County, California","Federal Government","Police protection","County, NAICS 5-digit -- by ownership sector","All establishment sizes",9,243,27285973,0,0,2162,112442,"",0.69,0.25,0.14,0.00,0.00,0.57,0.57,"",0,0.0,2,0.8,494174,1.8,0,0.0,0,0.0,26,1.2,1350,1.2
"06085","1","922120","78","0","2013","A","","Santa Clara County, California","Federal Government","Police protection","County, NAICS 6-digit -- by ownership sector","All establishment sizes",9,243,27285973,0,0,2162,112442,"",0.69,0.25,0.14,0.00,0.00,0.57,0.57,"",0,0.0,2,0.8,494174,1.8,0,0.0,0,0.0,26,1.2,1350,1.2
