"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"06075","0","10","70","0","2009","A","","San Francisco County, California","Total Covered","Total, all industries","County, Total Covered","All establishment sizes",51517,549716,40458651115,3828224511,161191014,1415,73599,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1247,2.5,-23295,-4.1,-2810856630,-6.5,-356891741,-8.5,-12871919,-7.4,-37,-2.5,-1914,-2.5
"06075","1","10","71","0","2009","A","","San Francisco County, California","Federal Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",128,14622,1185566283,0,0,1559,81080,"",0.34,1.21,0.90,0.00,0.00,0.74,0.74,"",3,2.4,-192,-1.3,37127462,3.2,0,0.0,0,0.0,68,4.6,3553,4.6
"06075","1","102","72","0","2009","A","","San Francisco County, California","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",128,14622,1185566283,0,0,1559,81080,"",0.34,1.23,0.91,0.00,0.00,0.74,0.74,"",3,2.4,-192,-1.3,37127462,3.2,0,0.0,0,0.0,68,4.6,3553,4.6
"06075","1","1021","73","0","2009","A","","San Francisco County, California","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",40,3921,226191834,0,0,1109,57692,"",0.22,1.17,0.79,0.00,0.00,0.67,0.67,"",0,0.0,-487,-11.0,-29791493,-11.6,0,0.0,0,0.0,-8,-0.7,-376,-0.6
"06075","1","1022","73","0","2009","A","","San Francisco County, California","Federal Government","Information","County, by Supersector -- by ownership sector","All establishment sizes",1,7,686991,0,0,1887,98142,"",2.13,0.23,0.20,0.00,0.00,0.87,0.87,"",0,0.0,0,0.0,-8616,-1.2,0,0.0,0,0.0,83,4.6,4352,4.6
"06075","1","1023","73","0","2009","A","","San Francisco County, California","Federal Government","Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",3,304,33510255,0,0,2120,110261,"",0.57,5.06,4.08,0.00,0.00,0.81,0.81,"",0,0.0,16,5.6,721936,2.2,0,0.0,0,0.0,-69,-3.2,-3587,-3.2
"06075","1","1024","73","0","2009","A","","San Francisco County, California","Federal Government","Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",3,312,30401659,0,0,1875,97493,"",0.34,1.04,0.81,0.00,0.00,0.77,0.77,"",0,0.0,15,5.1,2613840,9.4,0,0.0,0,0.0,74,4.1,3852,4.1
"06075","1","1025","73","0","2009","A","","San Francisco County, California","Federal Government","Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1,1694,103051205,0,0,1170,60851,"",0.22,1.23,0.71,0.00,0.00,0.58,0.58,"",0,0.0,1,0.1,-717662,-0.7,0,0.0,0,0.0,-9,-0.8,-442,-0.7
"06075","1","1026","73","0","2009","A","","San Francisco County, California","Federal Government","Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",3,509,34813755,0,0,1314,68352,"",0.41,2.11,2.31,0.00,0.00,1.09,1.09,"",0,0.0,13,2.6,3782264,12.2,0,0.0,0,0.0,111,9.2,5820,9.3
"06075","1","1028","73","0","2009","A","","San Francisco County, California","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",77,7876,756910584,0,0,1848,96103,"",0.46,1.21,0.94,0.00,0.00,0.78,0.78,"",2,2.7,252,3.3,60527193,8.7,0,0.0,0,0.0,91,5.2,4759,5.2
