"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"06001","0","10","70","0","2017","A","","Alameda County, California","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",62580,772071,57052111296,5799222699,255779840,1421,73895,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1972,3.3,20472,2.7,4017022835,7.6,265590898,4.8,-1496055,-0.6,64,4.7,3332,4.7
"06001","1","10","71","0","2017","A","","Alameda County, California","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",110,9060,792096878,0,0,1681,87424,"",0.29,0.60,0.49,0.00,0.00,0.81,0.81,"",1,0.9,-80,-0.9,2330366,0.3,0,0.0,0,0.0,19,1.1,1019,1.2
"06001","1","102","72","0","2017","A","","Alameda County, California","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",110,9060,792096878,0,0,1681,87424,"",0.29,0.61,0.50,0.00,0.00,0.81,0.81,"",1,0.9,-80,-0.9,2330366,0.3,0,0.0,0,0.0,19,1.1,1019,1.2
"06001","1","1021","73","0","2017","A","","Alameda County, California","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",28,3519,228204286,0,0,1247,64843,"",0.15,0.96,0.78,0.00,0.00,0.81,0.81,"",0,0.0,16,0.5,-5597593,-2.4,0,0.0,0,0.0,-36,-2.8,-1892,-2.8
"06001","1","1023","73","0","2017","A","","Alameda County, California","Federal Government","1023 Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",1,11,1383574,0,0,2419,125779,"",0.20,0.16,0.13,0.00,0.00,0.83,0.83,"",0,0.0,1,10.0,101656,7.9,0,0.0,0,0.0,-46,-1.9,-2413,-1.9
"06001","1","1024","73","0","2017","A","","Alameda County, California","Federal Government","1024 Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",2,18,2103952,0,0,2207,114761,"",0.22,0.05,0.05,0.00,0.00,0.97,0.97,"",0,0.0,-2,-10.0,-16755,-0.8,0,0.0,0,0.0,185,9.1,9602,9.1
"06001","1","1025","73","0","2017","A","","Alameda County, California","Federal Government","1025 Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1,381,34741519,0,0,1753,91165,"",0.11,0.17,0.15,0.00,0.00,0.87,0.87,"",0,0.0,-4,-1.0,1165591,3.5,0,0.0,0,0.0,76,4.5,3955,4.5
"06001","1","1026","73","0","2017","A","","Alameda County, California","Federal Government","1026 Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",4,43,2419204,0,0,1090,56700,"",0.41,0.16,0.15,0.00,0.00,0.90,0.90,"",0,0.0,-1,-2.3,49992,2.1,0,0.0,0,0.0,60,5.8,3158,5.9
"06001","1","1027","73","0","2017","A","","Alameda County, California","Federal Government","1027 Other services","County, by Supersector -- by ownership sector","All establishment sizes",1,1,57401,0,0,2208,114802,"",0.93,0.04,0.03,0.00,0.00,1.61,1.61,"",0,0.0,0,0.0,24710,75.6,0,0.0,0,0.0,951,75.7,49420,75.6
"06001","1","1028","73","0","2017","A","","Alameda County, California","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",73,5088,523186942,0,0,1978,102838,"",0.48,0.62,0.53,0.00,0.00,0.85,0.85,"",1,1.4,-89,-1.7,6602765,1.3,0,0.0,0,0.0,59,3.1,3054,3.1
