"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay"
"06075","0","SIC_0Z","26","0",1983,"A","","San Francisco County, California","Total Covered","All Industries","County, Total Covered","All establishment sizes",25466,547154,12429122015,0,0,436,22715
"06075","1","SIC_0Z","27","0",1983,"A","","San Francisco County, California","Federal Government","All Industries","County, Total -- by ownership sector","All establishment sizes",71,28740,717087035,0,0,479,24950
"06075","1","SIC_0A","28","0",1983,"A","","San Francisco County, California","Federal Government","Agriculture, Forestry, and Fishing Division","County, Industry Division -- by ownership sector","All establishment sizes",1,2,12270,0,0,117,6135
"06075","1","SIC_0A07","29","0",1983,"A","","San Francisco County, California","Federal Government","SIC 07 Agricultural Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,2,12270,0,0,117,6135
"06075","1","SIC_0D","28","0",1983,"A","","San Francisco County, California","Federal Government","Manufacturing Division","County, Industry Division -- by ownership sector","All establishment sizes",1,41,960346,0,0,450,23423
"06075","1","SIC_0D27","29","0",1983,"A","","San Francisco County, California","Federal Government","SIC 27 Printing and Publishing","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,41,960346,0,0,450,23423
"06075","1","SIC_0E","28","0",1983,"A","","San Francisco County, California","Federal Government","Transportation and Public Utilities Division","County, Industry Division -- by ownership sector","All establishment sizes",2,7078,203741910,0,0,553,28785
"06075","1","SIC_0E43","29","0",1983,"A","","San Francisco County, California","Federal Government","SIC 43 U.S. Postal Service","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,6965,201299583,0,0,555,28901
"06075","1","SIC_0E48","29","0",1983,"A","","San Francisco County, California","Federal Government","SIC 48 Communication","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,113,2442327,0,0,415,21613
"06075","1","SIC_0G","28","0",1983,"A","","San Francisco County, California","Federal Government","Retail Trade Division","County, Industry Division -- by ownership sector","All establishment sizes",9,898,11662606,0,0,249,12987
"06075","1","SIC_0G53","29","0",1983,"A","","San Francisco County, California","Federal Government","SIC 53 General Merchandise Stores","County, 2-digit SIC -- by ownership sector","All establishment sizes",2,597,8362744,0,0,269,14007
"06075","1","SIC_0G54","29","0",1983,"A","","San Francisco County, California","Federal Government","SIC 54 Food Stores","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,22,402577,0,0,351,18298
"06075","1","SIC_0G58","29","0",1983,"A","","San Francisco County, California","Federal Government","SIC 58 Eating and Drinking Places","County, 2-digit SIC -- by ownership sector","All establishment sizes",4,264,2703745,0,0,196,10241
"06075","1","SIC_0G59","29","0",1983,"A","","San Francisco County, California","Federal Government","SIC 59 Miscellaneous Retail","County, 2-digit SIC -- by ownership sector","All establishment sizes",2,15,193540,0,0,248,12902
"06075","1","SIC_0H","28","0",1983,"A","","San Francisco County, California","Federal Government","Finance, Insurance, and Real Estate Division","County, Industry Division -- by ownership sector","All establishment sizes",2,237,6688858,0,0,542,28223
"06075","1","SIC_0H61","29","0",1983,"A","","San Francisco County, California","Federal Government","SIC 61 Nondepository Institutions","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,37,1068774,0,0,555,28885
"06075","1","SIC_0H63","29","0",1983,"A","","San Francisco County, California","Federal Government","SIC 63 Insurance Carriers","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,200,5620084,0,0,540,28100
"06075","1","SIC_0I","28","0",1983,"A","","San Francisco County, California","Federal Government","Services Division","County, Industry Division -- by ownership sector","All establishment sizes",16,3097,75250659,0,0,467,24297
"06075","1","SIC_0I70","29","0",1983,"A","","San Francisco County, California","Federal Government","SIC 70 Hotels and Other Lodging Places","County, 2-digit SIC -- by ownership sector","All establishment sizes",2,67,557561,0,0,160,8321
