"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay"
"06085","0","SIC_0Z","26","0",1986,"A","","Santa Clara County, California","Total Covered","All Industries","County, Total Covered","All establishment sizes",30415,779739,20557597234,5165878129,102235596,507,26364
"06085","1","SIC_0Z","27","0",1986,"A","","Santa Clara County, California","Federal Government","All Industries","County, Total -- by ownership sector","All establishment sizes",66,13079,345445235,0,0,507,26412
"06085","1","SIC_0D","28","0",1986,"A","","Santa Clara County, California","Federal Government","Manufacturing Division","County, Industry Division -- by ownership sector","All establishment sizes",0,1,40711,0,0,782,40711
"06085","1","SIC_0D35","29","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 35 Industrial Machinery and Equipment","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,1,40711,0,0,782,40711
"06085","1","SIC_0D353","30","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 353 Construction and Related Machinery","County, 3-digit SIC -- by ownership sector","All establishment sizes",0,1,40711,0,0,782,40711
"06085","1","SIC_0D3531","31","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 3531 Construction machinery","County, 4-digit SIC -- by ownership sector","All establishment sizes",0,1,40711,0,0,782,40711
"06085","1","SIC_0E","28","0",1986,"A","","Santa Clara County, California","Federal Government","Transportation and Public Utilities Division","County, Industry Division -- by ownership sector","All establishment sizes",18,4796,128542642,0,0,515,26802
"06085","1","SIC_0E43","29","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 43 U.S. Postal Service","County, 2-digit SIC -- by ownership sector","All establishment sizes",18,4796,128542642,0,0,515,26802
"06085","1","SIC_0E431","30","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 431 U.S. Postal Service","County, 3-digit SIC -- by ownership sector","All establishment sizes",18,4796,128542642,0,0,515,26802
"06085","1","SIC_0E4311","31","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 4311 U.S. Postal Service","County, 4-digit SIC -- by ownership sector","All establishment sizes",18,4796,128542642,0,0,515,26802
"06085","1","SIC_0F","28","0",1986,"A","","Santa Clara County, California","Federal Government","Wholesale Trade Division","County, Industry Division -- by ownership sector","All establishment sizes",1,5,111477,0,0,428,22295
"06085","1","SIC_0F50","29","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 50 Wholesale Trade Durable Goods","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,5,111477,0,0,428,22295
"06085","1","SIC_0F509","30","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 509 Miscellaneous Durable Goods","County, 3-digit SIC -- by ownership sector","All establishment sizes",1,5,111477,0,0,428,22295
"06085","1","SIC_0F5093","31","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 5093 Scrap and waste materials","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,5,111477,0,0,428,22295
"06085","1","SIC_0G","28","0",1986,"A","","Santa Clara County, California","Federal Government","Retail Trade Division","County, Industry Division -- by ownership sector","All establishment sizes",7,403,4527864,0,0,216,11235
"06085","1","SIC_0G53","29","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 53 General Merchandise Stores","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,272,3188859,0,0,225,11723
"06085","1","SIC_0G531","30","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 531 Department Stores","County, 3-digit SIC -- by ownership sector","All establishment sizes",1,272,3188859,0,0,225,11723
"06085","1","SIC_0G5311","31","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 5311 Department stores","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,272,3188859,0,0,225,11723
"06085","1","SIC_0G58","29","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 58 Eating and Drinking Places","County, 2-digit SIC -- by ownership sector","All establishment sizes",5,119,1125837,0,0,181,9460
"06085","1","SIC_0G581","30","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 581 Eating and Drinking Places","County, 3-digit SIC -- by ownership sector","All establishment sizes",5,119,1125837,0,0,181,9460
"06085","1","SIC_0G5810","31","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 5810 Eating and Drinking Places","County, 4-digit SIC -- by ownership sector","All establishment sizes",5,119,1125837,0,0,181,9460
"06085","1","SIC_0G59","29","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 59 Miscellaneous Retail","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,12,213168,0,0,341,17764
"06085","1","SIC_0G592","30","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 592 Liquor Stores","County, 3-digit SIC -- by ownership sector","All establishment sizes",1,12,213168,0,0,341,17764
"06085","1","SIC_0G5921","31","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 5921 Liquor stores","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,12,213168,0,0,341,17764
"06085","1","SIC_0H","28","0",1986,"A","","Santa Clara County, California","Federal Government","Finance, Insurance, and Real Estate Division","County, Industry Division -- by ownership sector","All establishment sizes",1,2,22383,0,0,215,11191
"06085","1","SIC_0H61","29","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 61 Nondepository Institutions","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,2,22383,0,0,215,11191
"06085","1","SIC_0H613","30","0",1986,"A","","Santa Clara County, California","Federal Government","1972 SIC 613 Agricultural Credit Institutions","County, 3-digit SIC -- by ownership sector","All establishment sizes",1,2,22383,0,0,215,11191
"06085","1","SIC_0H6131","31","0",1986,"A","","Santa Clara County, California","Federal Government","1972 SIC 6131 Agricultural Credit Institutions","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,2,22383,0,0,215,11191
"06085","1","SIC_0I","28","0",1986,"A","","Santa Clara County, California","Federal Government","Services Division","County, Industry Division -- by ownership sector","All establishment sizes",9,3453,85450502,0,0,475,24746
"06085","1","SIC_0I70","29","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 70 Hotels and Other Lodging Places","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,4,41027,0,0,197,10256
"06085","1","SIC_0I701","30","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 701 Hotels and Motels","County, 3-digit SIC -- by ownership sector","All establishment sizes",1,4,41027,0,0,197,10256
"06085","1","SIC_0I7011","31","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 7011 Hotels and motels","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,4,41027,0,0,197,10256
"06085","1","SIC_0I73","29","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 73 Business Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",3,129,3326125,0,0,495,25783
"06085","1","SIC_0I734","30","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 734 Services to Buildings","County, 3-digit SIC -- by ownership sector","All establishment sizes",0,4,44707,0,0,214,11176
"06085","1","SIC_0I7349","31","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 7349 Building maintenance services, nec","County, 4-digit SIC -- by ownership sector","All establishment sizes",0,4,44707,0,0,214,11176
"06085","1","SIC_0I739","30","0",1986,"A","","Santa Clara County, California","Federal Government","1972 SIC 739 Miscellaneous Business Services","County, 3-digit SIC -- by ownership sector","All establishment sizes",3,124,3281418,0,0,508,26463
"06085","1","SIC_0I7391","31","0",1986,"A","","Santa Clara County, California","Federal Government","1972 SIC 7391 Research and Development Laboratories","County, 4-digit SIC -- by ownership sector","All establishment sizes",3,124,3281418,0,0,508,26463
"06085","1","SIC_0I79","29","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 79 Amusement and Recreation Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",3,164,1638706,0,0,192,9992
"06085","1","SIC_0I799","30","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 799 Misc. Amusement, Recreation Services","County, 3-digit SIC -- by ownership sector","All establishment sizes",3,164,1638706,0,0,192,9992
"06085","1","SIC_0I7999","31","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 7999 Amusement and recreation, nec","County, 4-digit SIC -- by ownership sector","All establishment sizes",3,164,1638706,0,0,192,9992
"06085","1","SIC_0I80","29","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 80 Health Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,3155,80428129,0,0,490,25492
"06085","1","SIC_0I806","30","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 806 Hospitals","County, 3-digit SIC -- by ownership sector","All establishment sizes",1,3155,80428129,0,0,490,25492
"06085","1","SIC_0I8062","31","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 8062 General medical and surgical hospitals","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,3155,80428129,0,0,490,25492
"06085","1","SIC_0I89","29","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 89 Services, Nec","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,1,16515,0,0,317,16515
"06085","1","SIC_0I891","30","0",1986,"A","","Santa Clara County, California","Federal Government","1972 SIC 891 Engineering and Architectural Services","County, 3-digit SIC -- by ownership sector","All establishment sizes",1,1,16515,0,0,317,16515
"06085","1","SIC_0I8911","31","0",1986,"A","","Santa Clara County, California","Federal Government","1972 SIC 8911 Engineering and Architectural Services","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,1,16515,0,0,317,16515
"06085","1","SIC_0J","28","0",1986,"A","","Santa Clara County, California","Federal Government","Public Administration Division","County, Industry Division -- by ownership sector","All establishment sizes",30,4419,126749656,0,0,551,28682
"06085","1","SIC_0J91","29","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 91 Executive, Legislative, and General","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,5,99041,0,0,380,19808
"06085","1","SIC_0J919","30","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 919 General Government, NEC","County, 3-digit SIC -- by ownership sector","All establishment sizes",1,5,99041,0,0,380,19808
"06085","1","SIC_0J9199","31","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 9199 General government, nec","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,5,99041,0,0,380,19808
"06085","1","SIC_0J92","29","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 92 Justice, Public Order, and Safety","County, 2-digit SIC -- by ownership sector","All establishment sizes",5,137,4386288,0,0,615,32016
"06085","1","SIC_0J921","30","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 921 Courts","County, 3-digit SIC -- by ownership sector","All establishment sizes",2,68,1674477,0,0,473,24624
"06085","1","SIC_0J9211","31","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 9211 Courts","County, 4-digit SIC -- by ownership sector","All establishment sizes",2,68,1674477,0,0,473,24624
"06085","1","SIC_0J922","30","0",1986,"A","","Santa Clara County, California","Federal Government","SIC 922 Public Order and Safety","County, 3-digit SIC -- by ownership sector","All establishment sizes",3,70,2711811,0,0,745,38740
