"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"06085","0","10","70","0","2014","A","","Santa Clara County, California","Total Covered","Total, all industries","County, Total Covered","All establishment sizes",65277,973668,102606999591,7883173213,394219588,2027,105382,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2522,4.0,35554,3.8,10131370397,11.0,871784804,12.4,28527273,7.8,131,6.9,6806,6.9
"06085","1","10","71","0","2014","A","","Santa Clara County, California","Federal Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",96,9820,871821345,0,0,1707,88779,"",0.23,0.50,0.29,0.00,0.00,0.57,0.57,"",3,3.2,-1,0.0,18842562,2.2,0,0.0,0,0.0,37,2.2,1924,2.2
"06085","1","102","72","0","2014","A","","Santa Clara County, California","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",96,9820,871821345,0,0,1707,88779,"",0.23,0.51,0.29,0.00,0.00,0.57,0.57,"",3,3.2,-1,0.0,18842562,2.2,0,0.0,0,0.0,37,2.2,1924,2.2
"06085","1","1021","73","0","2014","A","","Santa Clara County, California","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",37,3044,188040336,0,0,1188,61781,"",0.18,0.64,0.33,0.00,0.00,0.51,0.51,"",0,0.0,36,1.2,1045581,0.6,0,0.0,0,0.0,-8,-0.7,-390,-0.6
"06085","1","1024","73","0","2014","A","","Santa Clara County, California","Federal Government","Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",1,3,225686,0,0,1736,90274,"",0.09,0.01,0.00,0.00,0.00,0.53,0.53,"",0,0.0,-1,-25.0,-161929,-41.8,0,0.0,0,0.0,-90,-4.9,-4652,-4.9
"06085","1","1025","73","0","2014","A","","Santa Clara County, California","Federal Government","Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1,3012,291095448,0,0,1859,96651,"",0.12,1.12,0.73,0.00,0.00,0.65,0.65,"",0,0.0,-30,-1.0,3612150,1.3,0,0.0,0,0.0,41,2.3,2133,2.3
"06085","1","1027","73","0","2014","A","","Santa Clara County, California","Federal Government","Other services","County, by Supersector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"",0.87,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,-3525,-100.0,0,0.0,0,0.0,-203,-100.0,-10575,-100.0
"06085","1","1028","73","0","2014","A","","Santa Clara County, California","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",56,3762,392459875,0,0,2006,104320,"",0.32,0.35,0.21,0.00,0.00,0.60,0.60,"",3,5.7,-5,-0.1,14350285,3.8,0,0.0,0,0.0,76,3.9,3944,3.9
"06085","1","44-45","74","0","2014","A","","Santa Clara County, California","Federal Government","Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",2,60,2320910,0,0,744,38682,"",0.40,0.18,0.11,0.00,0.00,0.63,0.63,"",0,0.0,1,1.7,152735,7.0,0,0.0,0,0.0,35,4.9,1829,5.0
"06085","1","445","75","0","2014","A","","Santa Clara County, California","Federal Government","Food and beverage stores","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,47,2016281,0,0,832,43283,"",0.71,0.55,0.29,0.00,0.00,0.53,0.53,"",0,0.0,2,4.4,179205,9.8,0,0.0,0,0.0,38,4.8,2000,4.8
"06085","1","4451","76","0","2014","A","","Santa Clara County, California","Federal Government","Grocery stores","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,47,2016281,0,0,832,43283,"",0.71,0.55,0.29,0.00,0.00,0.53,0.53,"",0,0.0,2,4.4,179205,9.8,0,0.0,0,0.0,38,4.8,2000,4.8
"06085","1","44511","77","0","2014","A","","Santa Clara County, California","Federal Government","Supermarkets and other grocery stores","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,47,2016281,0,0,832,43283,"",0.83,0.59,0.30,0.00,0.00,0.52,0.52,"",0,0.0,2,4.4,179205,9.8,0,0.0,0,0.0,38,4.8,2000,4.8
"06085","1","445110","78","0","2014","A","","Santa Clara County, California","Federal Government","Supermarkets and other grocery stores","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,47,2016281,0,0,832,43283,"",0.83,0.59,0.30,0.00,0.00,0.52,0.52,"",0,0.0,2,4.4,179205,9.8,0,0.0,0,0.0,38,4.8,2000,4.8
"06085","1","452","75","0","2014","A","","Santa Clara County, California","Federal Government","General merchandise stores","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,13,304629,0,0,437,22705,"",0.47,0.05,0.02,0.00,0.00,0.41,0.41,"",0,0.0,-1,-7.1,-26470,-8.0,0,0.0,0,0.0,-7,-1.6,-395,-1.7
"06085","1","4521","76","0","2014","A","","Santa Clara County, California","Federal Government","Department stores","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,13,304629,0,0,437,22705,"",0.65,0.08,0.03,0.00,0.00,0.41,0.41,"",0,0.0,-1,-7.1,-26470,-8.0,0,0.0,0,0.0,-7,-1.6,-395,-1.7
"06085","1","45211","77","0","2014","A","","Santa Clara County, California","Federal Government","Department stores","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,13,304629,0,0,437,22705,"",0.65,0.08,0.03,0.00,0.00,0.41,0.41,"",0,0.0,-1,-7.1,-26470,-8.0,0,0.0,0,0.0,-7,-1.6,-395,-1.7
"06085","1","452111","78","0","2014","A","","Santa Clara County, California","Federal Government","Department stores, except discount","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,13,304629,0,0,437,22705,"",1.32,0.09,0.04,0.00,0.00,0.40,0.40,"",0,0.0,-1,-7.1,-26470,-8.0,0,0.0,0,0.0,-7,-1.6,-395,-1.7
"06085","1","48-49","74","0","2014","A","","Santa Clara County, California","Federal Government","Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",35,2984,185719426,0,0,1197,62245,"",0.17,0.69,0.35,0.00,0.00,0.51,0.51,"",0,0.0,35,1.2,892846,0.5,0,0.0,0,0.0,-8,-0.7,-431,-0.7
"06085","1","491","75","0","2014","A","","Santa Clara County, California","Federal Government","Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",35,2984,185719426,0,0,1197,62245,"",0.17,0.71,0.37,0.00,0.00,0.52,0.52,"",0,0.0,35,1.2,892846,0.5,0,0.0,0,0.0,-8,-0.7,-431,-0.7
