"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"06001","0","10","70","0","2014","A","","Alameda County, California","Total Covered","Total, all industries","County, Total Covered","All establishment sizes",56780,698536,45916774437,5009996396,252756431,1264,65733,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1889,3.4,20558,3.0,2842538296,6.6,262004471,5.5,6160580,2.5,42,3.4,2200,3.5
"06001","1","10","71","0","2014","A","","Alameda County, California","Federal Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",113,9287,764431967,0,0,1583,82315,"",0.31,0.67,0.56,0.00,0.00,0.85,0.85,"",-4,-3.4,-39,-0.4,20647363,2.8,0,0.0,0,0.0,49,3.2,2557,3.2
"06001","1","102","72","0","2014","A","","Alameda County, California","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",113,9287,764431967,0,0,1583,82315,"",0.31,0.68,0.57,0.00,0.00,0.85,0.85,"",-4,-3.4,-39,-0.4,20647363,2.8,0,0.0,0,0.0,49,3.2,2557,3.2
"06001","1","1021","73","0","2014","A","","Alameda County, California","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",29,3542,220867603,0,0,1199,62361,"",0.16,1.04,0.86,0.00,0.00,0.83,0.83,"",0,0.0,-1,0.0,1311874,0.6,0,0.0,0,0.0,7,0.6,385,0.6
"06001","1","1023","73","0","2014","A","","Alameda County, California","Federal Government","Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",1,10,1075122,0,0,2050,106624,"",0.21,0.14,0.11,0.00,0.00,0.78,0.78,"",0,0.0,-1,-9.1,-48621,-4.3,0,0.0,0,0.0,85,4.3,4466,4.4
"06001","1","1024","73","0","2014","A","","Alameda County, California","Federal Government","Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",2,14,1433837,0,0,2005,104279,"",0.22,0.04,0.04,0.00,0.00,0.98,0.98,"",0,0.0,-2,-12.5,-144537,-9.2,0,0.0,0,0.0,47,2.4,2448,2.4
"06001","1","1025","73","0","2014","A","","Alameda County, California","Federal Government","Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1,368,30737780,0,0,1608,83621,"",0.13,0.19,0.17,0.00,0.00,0.91,0.91,"",0,0.0,19,5.4,714611,2.4,0,0.0,0,0.0,-46,-2.8,-2405,-2.8
"06001","1","1026","73","0","2014","A","","Alameda County, California","Federal Government","Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",4,49,2201109,0,0,858,44617,"",0.42,0.18,0.15,0.00,0.00,0.81,0.81,"",0,0.0,-20,-29.0,-481746,-18.0,0,0.0,0,0.0,114,15.3,5922,15.3
"06001","1","1027","73","0","2014","A","","Alameda County, California","Federal Government","Other services","County, by Supersector -- by ownership sector","All establishment sizes",1,0,3900,0,0,450,23400,"",1.00,0.00,0.00,0.00,0.00,0.35,0.35,"",0,0.0,0,0.0,3900,100.0,0,0.0,0,0.0,450,100.0,23400,100.0
"06001","1","1028","73","0","2014","A","","Alameda County, California","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",76,5304,508112616,0,0,1842,95798,"",0.50,0.69,0.61,0.00,0.00,0.88,0.88,"",-3,-3.8,-34,-0.6,19291882,3.9,0,0.0,0,0.0,81,4.6,4226,4.6
"06001","1","48-49","74","0","2014","A","","Alameda County, California","Federal Government","Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",29,3542,220867603,0,0,1199,62361,"",0.16,1.14,0.93,0.00,0.00,0.81,0.81,"",0,0.0,-1,0.0,1311874,0.6,0,0.0,0,0.0,7,0.6,385,0.6
"06001","1","491","75","0","2014","A","","Alameda County, California","Federal Government","Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",29,3542,220867603,0,0,1199,62361,"",0.16,1.17,0.97,0.00,0.00,0.83,0.83,"",0,0.0,-1,0.0,1311874,0.6,0,0.0,0,0.0,7,0.6,385,0.6
"06001","1","4911","76","0","2014","A","","Alameda County, California","Federal Government","Postal service","County, NAICS 4-digit -- by ownership sector","All establishment sizes",29,3542,220867603,0,0,1199,62361,"",0.16,1.17,0.97,0.00,0.00,0.83,0.83,"",0,0.0,-1,0.0,1311874,0.6,0,0.0,0,0.0,7,0.6,385,0.6
"06001","1","49111","77","0","2014","A","","Alameda County, California","Federal Government","Postal service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",29,3542,220867603,0,0,1199,62361,"",0.16,1.17,0.97,0.00,0.00,0.83,0.83,"",0,0.0,-1,0.0,1311874,0.6,0,0.0,0,0.0,7,0.6,385,0.6
"06001","1","491110","78","0","2014","A","","Alameda County, California","Federal Government","Postal service","County, NAICS 6-digit -- by ownership sector","All establishment sizes",29,3542,220867603,0,0,1199,62361,"",0.16,1.17,0.97,0.00,0.00,0.83,0.83,"",0,0.0,-1,0.0,1311874,0.6,0,0.0,0,0.0,7,0.6,385,0.6
