"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay"
"06081","0","SIC_0Z","26","0",1999,"A","","San Mateo County, California","Total Covered","All Industries","County, Total Covered","All establishment sizes",24391,358376,18428283060,2681228742,62065395,988,51421
"06081","1","SIC_0Z","27","0",1999,"A","","San Mateo County, California","Federal Government","All Industries","County, Total -- by ownership sector","All establishment sizes",48,3738,185529102,0,0,954,49633
"06081","1","SIC_0D","28","0",1999,"A","","San Mateo County, California","Federal Government","Manufacturing Division","County, Industry Division -- by ownership sector","All establishment sizes",1,11,448946,0,0,784,40813
"06081","1","SIC_0D34","29","0",1999,"A","","San Mateo County, California","Federal Government","SIC 34 Fabricated Metal Products","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,11,448946,0,0,784,40813
"06081","1","SIC_0D346","30","0",1999,"A","","San Mateo County, California","Federal Government","SIC 346 Metal Forgings and Stampings","County, 3-digit SIC -- by ownership sector","All establishment sizes",1,11,448946,0,0,784,40813
"06081","1","SIC_0D3469","31","0",1999,"A","","San Mateo County, California","Federal Government","SIC 3469 Metal stampings, nec","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,11,448946,0,0,784,40813
"06081","1","SIC_0E","28","0",1999,"A","","San Mateo County, California","Federal Government","Transportation and Public Utilities Division","County, Industry Division -- by ownership sector","All establishment sizes",24,2259,108202716,0,0,921,47898
"06081","1","SIC_0E43","29","0",1999,"A","","San Mateo County, California","Federal Government","SIC 43 U.S. Postal Service","County, 2-digit SIC -- by ownership sector","All establishment sizes",24,2259,108202716,0,0,921,47898
"06081","1","SIC_0E431","30","0",1999,"A","","San Mateo County, California","Federal Government","SIC 431 U.S. Postal Service","County, 3-digit SIC -- by ownership sector","All establishment sizes",24,2259,108202716,0,0,921,47898
"06081","1","SIC_0E4311","31","0",1999,"A","","San Mateo County, California","Federal Government","SIC 4311 U.S. Postal Service","County, 4-digit SIC -- by ownership sector","All establishment sizes",24,2259,108202716,0,0,921,47898
"06081","1","SIC_0H","28","0",1999,"A","","San Mateo County, California","Federal Government","Finance, Insurance, and Real Estate Division","County, Industry Division -- by ownership sector","All establishment sizes",1,41,1498156,0,0,702,36540
"06081","1","SIC_0H65","29","0",1999,"A","","San Mateo County, California","Federal Government","SIC 65 Real Estate","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,41,1498156,0,0,702,36540
"06081","1","SIC_0H655","30","0",1999,"A","","San Mateo County, California","Federal Government","SIC 655 Subdividers and Developers","County, 3-digit SIC -- by ownership sector","All establishment sizes",1,41,1498156,0,0,702,36540
"06081","1","SIC_0H6553","31","0",1999,"A","","San Mateo County, California","Federal Government","SIC 6553 Cemetery subdividers and developers","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,41,1498156,0,0,702,36540
"06081","1","SIC_0J","28","0",1999,"A","","San Mateo County, California","Federal Government","Public Administration Division","County, Industry Division -- by ownership sector","All establishment sizes",22,1427,75379284,0,0,1015,52823
"06081","1","SIC_0J91","29","0",1999,"A","","San Mateo County, California","Federal Government","SIC 91 Executive, Legislative, and General","County, 2-digit SIC -- by ownership sector","All establishment sizes",4,846,42575243,0,0,967,50325
"06081","1","SIC_0J919","30","0",1999,"A","","San Mateo County, California","Federal Government","SIC 919 General Government, NEC","County, 3-digit SIC -- by ownership sector","All establishment sizes",4,846,42575243,0,0,967,50325
"06081","1","SIC_0J9199","31","0",1999,"A","","San Mateo County, California","Federal Government","SIC 9199 General government, nec","County, 4-digit SIC -- by ownership sector","All establishment sizes",4,846,42575243,0,0,967,50325
"06081","1","SIC_0J92","29","0",1999,"A","","San Mateo County, California","Federal Government","SIC 92 Justice, Public Order, and Safety","County, 2-digit SIC -- by ownership sector","All establishment sizes",3,46,2761021,0,0,1154,60022
"06081","1","SIC_0J921","30","0",1999,"A","","San Mateo County, California","Federal Government","SIC 921 Courts","County, 3-digit SIC -- by ownership sector","All establishment sizes",1,5,248600,0,0,956,49720
"06081","1","SIC_0J9211","31","0",1999,"A","","San Mateo County, California","Federal Government","SIC 9211 Courts","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,5,248600,0,0,956,49720
"06081","1","SIC_0J922","30","0",1999,"A","","San Mateo County, California","Federal Government","SIC 922 Public Order and Safety","County, 3-digit SIC -- by ownership sector","All establishment sizes",2,42,2512421,0,0,1150,59819
"06081","1","SIC_0J9222","31","0",1999,"A","","San Mateo County, California","Federal Government","SIC 9222 Legal counsel and prosecution","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,33,2225891,0,0,1297,67451
"06081","1","SIC_0J9229","31","0",1999,"A","","San Mateo County, California","Federal Government","SIC 9229 Public order and safety, nec","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,8,286530,0,0,688,35816
"06081","1","SIC_0J93","29","0",1999,"A","","San Mateo County, California","Federal Government","SIC 93 Finance, Taxation, and Monetary Policy","County, 2-digit SIC -- by ownership sector","All establishment sizes",2,43,2150579,0,0,961,50013
"06081","1","SIC_0J931","30","0",1999,"A","","San Mateo County, California","Federal Government","SIC 931 Finance, Taxation, and Monetary Policy","County, 3-digit SIC -- by ownership sector","All establishment sizes",2,43,2150579,0,0,961,50013
"06081","1","SIC_0J9311","31","0",1999,"A","","San Mateo County, California","Federal Government","SIC 9311 Finance, taxation, and monetary policy","County, 4-digit SIC -- by ownership sector","All establishment sizes",2,43,2150579,0,0,961,50013
"06081","1","SIC_0J94","29","0",1999,"A","","San Mateo County, California","Federal Government","SIC 94 Administration of Human Resources","County, 2-digit SIC -- by ownership sector","All establishment sizes",2,52,2303889,0,0,852,44305
"06081","1","SIC_0J944","30","0",1999,"A","","San Mateo County, California","Federal Government","SIC 944 Admin. of Social and Manpower Programs","County, 3-digit SIC -- by ownership sector","All establishment sizes",2,52,2303889,0,0,852,44305
"06081","1","SIC_0J9441","31","0",1999,"A","","San Mateo County, California","Federal Government","SIC 9441 Admin. of social and manpower programs","County, 4-digit SIC -- by ownership sector","All establishment sizes",2,52,2303889,0,0,852,44305
"06081","1","SIC_0J95","29","0",1999,"A","","San Mateo County, California","Federal Government","SIC 95 Environmental Quality and Housing","County, 2-digit SIC -- by ownership sector","All establishment sizes",2,7,347562,0,0,954,49651
"06081","1","SIC_0J951","30","0",1999,"A","","San Mateo County, California","Federal Government","SIC 951 Environmental Quality","County, 3-digit SIC -- by ownership sector","All establishment sizes",2,7,347562,0,0,954,49651
"06081","1","SIC_0J9512","31","0",1999,"A","","San Mateo County, California","Federal Government","SIC 9512 Land, mineral, wildlife conservation","County, 4-digit SIC -- by ownership sector","All establishment sizes",2,7,347562,0,0,954,49651
