"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay"
"06081","0","SIC_0Z","26","0",1998,"A","","San Mateo County, California","Total Covered","All Industries","County, Total Covered","All establishment sizes",23950,345411,15671864603,2487852077,66459260,872,45371
"06081","1","SIC_0Z","27","0",1998,"A","","San Mateo County, California","Federal Government","All Industries","County, Total -- by ownership sector","All establishment sizes",52,3698,183299518,0,0,953,49567
"06081","1","SIC_0D","28","0",1998,"A","","San Mateo County, California","Federal Government","Manufacturing Division","County, Industry Division -- by ownership sector","All establishment sizes",1,14,482043,0,0,662,34431
"06081","1","SIC_0D34","29","0",1998,"A","","San Mateo County, California","Federal Government","SIC 34 Fabricated Metal Products","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,14,482043,0,0,662,34431
"06081","1","SIC_0D346","30","0",1998,"A","","San Mateo County, California","Federal Government","SIC 346 Metal Forgings and Stampings","County, 3-digit SIC -- by ownership sector","All establishment sizes",1,14,482043,0,0,662,34431
"06081","1","SIC_0D3469","31","0",1998,"A","","San Mateo County, California","Federal Government","SIC 3469 Metal stampings, nec","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,14,482043,0,0,662,34431
"06081","1","SIC_0E","28","0",1998,"A","","San Mateo County, California","Federal Government","Transportation and Public Utilities Division","County, Industry Division -- by ownership sector","All establishment sizes",24,2213,106244109,0,0,923,48009
"06081","1","SIC_0E43","29","0",1998,"A","","San Mateo County, California","Federal Government","SIC 43 U.S. Postal Service","County, 2-digit SIC -- by ownership sector","All establishment sizes",24,2213,106244109,0,0,923,48009
"06081","1","SIC_0E431","30","0",1998,"A","","San Mateo County, California","Federal Government","SIC 431 U.S. Postal Service","County, 3-digit SIC -- by ownership sector","All establishment sizes",24,2213,106244109,0,0,923,48009
"06081","1","SIC_0E4311","31","0",1998,"A","","San Mateo County, California","Federal Government","SIC 4311 U.S. Postal Service","County, 4-digit SIC -- by ownership sector","All establishment sizes",24,2213,106244109,0,0,923,48009
"06081","1","SIC_0H","28","0",1998,"A","","San Mateo County, California","Federal Government","Finance, Insurance, and Real Estate Division","County, Industry Division -- by ownership sector","All establishment sizes",1,38,1463817,0,0,740,38521
"06081","1","SIC_0H65","29","0",1998,"A","","San Mateo County, California","Federal Government","SIC 65 Real Estate","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,38,1463817,0,0,740,38521
"06081","1","SIC_0H655","30","0",1998,"A","","San Mateo County, California","Federal Government","SIC 655 Subdividers and Developers","County, 3-digit SIC -- by ownership sector","All establishment sizes",1,38,1463817,0,0,740,38521
"06081","1","SIC_0H6553","31","0",1998,"A","","San Mateo County, California","Federal Government","SIC 6553 Cemetery subdividers and developers","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,38,1463817,0,0,740,38521
"06081","1","SIC_0I","28","0",1998,"A","","San Mateo County, California","Federal Government","Services Division","County, Industry Division -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0
"06081","1","SIC_0I89","29","0",1998,"A","","San Mateo County, California","Federal Government","SIC 89 Services, Nec","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0
"06081","1","SIC_0I899","30","0",1998,"A","","San Mateo County, California","Federal Government","SIC 899 Services, Not elsewhere classified","County, 3-digit SIC -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0
"06081","1","SIC_0I8999","31","0",1998,"A","","San Mateo County, California","Federal Government","SIC 8999 Services, Not elsewhere classified","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0
"06081","1","SIC_0J","28","0",1998,"A","","San Mateo County, California","Federal Government","Public Administration Division","County, Industry Division -- by ownership sector","All establishment sizes",26,1434,75109549,0,0,1007,52377
"06081","1","SIC_0J91","29","0",1998,"A","","San Mateo County, California","Federal Government","SIC 91 Executive, Legislative, and General","County, 2-digit SIC -- by ownership sector","All establishment sizes",4,823,41503074,0,0,969,50429
"06081","1","SIC_0J919","30","0",1998,"A","","San Mateo County, California","Federal Government","SIC 919 General Government, NEC","County, 3-digit SIC -- by ownership sector","All establishment sizes",4,823,41503074,0,0,969,50429
"06081","1","SIC_0J9199","31","0",1998,"A","","San Mateo County, California","Federal Government","SIC 9199 General government, nec","County, 4-digit SIC -- by ownership sector","All establishment sizes",4,823,41503074,0,0,969,50429
"06081","1","SIC_0J92","29","0",1998,"A","","San Mateo County, California","Federal Government","SIC 92 Justice, Public Order, and Safety","County, 2-digit SIC -- by ownership sector","All establishment sizes",6,41,2463555,0,0,1155,60086
"06081","1","SIC_0J922","30","0",1998,"A","","San Mateo County, California","Federal Government","SIC 922 Public Order and Safety","County, 3-digit SIC -- by ownership sector","All establishment sizes",6,41,2463555,0,0,1155,60086
"06081","1","SIC_0J9221","31","0",1998,"A","","San Mateo County, California","Federal Government","SIC 9221 Police protection","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,1,88581,0,0,1703,88581
"06081","1","SIC_0J9222","31","0",1998,"A","","San Mateo County, California","Federal Government","SIC 9222 Legal counsel and prosecution","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,32,2150050,0,0,1292,67189
"06081","1","SIC_0J9229","31","0",1998,"A","","San Mateo County, California","Federal Government","SIC 9229 Public order and safety, nec","County, 4-digit SIC -- by ownership sector","All establishment sizes",4,7,224924,0,0,617,32132
"06081","1","SIC_0J93","29","0",1998,"A","","San Mateo County, California","Federal Government","SIC 93 Finance, Taxation, and Monetary Policy","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,51,2435102,0,0,918,47747
"06081","1","SIC_0J931","30","0",1998,"A","","San Mateo County, California","Federal Government","SIC 931 Finance, Taxation, and Monetary Policy","County, 3-digit SIC -- by ownership sector","All establishment sizes",1,51,2435102,0,0,918,47747
"06081","1","SIC_0J9311","31","0",1998,"A","","San Mateo County, California","Federal Government","SIC 9311 Finance, taxation, and monetary policy","County, 4-digit SIC -- by ownership sector","All establishment sizes",1,51,2435102,0,0,918,47747
"06081","1","SIC_0J94","29","0",1998,"A","","San Mateo County, California","Federal Government","SIC 94 Administration of Human Resources","County, 2-digit SIC -- by ownership sector","All establishment sizes",2,52,2318220,0,0,857,44581
"06081","1","SIC_0J944","30","0",1998,"A","","San Mateo County, California","Federal Government","SIC 944 Admin. of Social and Manpower Programs","County, 3-digit SIC -- by ownership sector","All establishment sizes",2,52,2318220,0,0,857,44581
"06081","1","SIC_0J9441","31","0",1998,"A","","San Mateo County, California","Federal Government","SIC 9441 Admin. of social and manpower programs","County, 4-digit SIC -- by ownership sector","All establishment sizes",2,52,2318220,0,0,857,44581
"06081","1","SIC_0J95","29","0",1998,"A","","San Mateo County, California","Federal Government","SIC 95 Environmental Quality and Housing","County, 2-digit SIC -- by ownership sector","All establishment sizes",2,7,334533,0,0,919,47790
"06081","1","SIC_0J951","30","0",1998,"A","","San Mateo County, California","Federal Government","SIC 951 Environmental Quality","County, 3-digit SIC -- by ownership sector","All establishment sizes",2,7,334533,0,0,919,47790
"06081","1","SIC_0J9512","31","0",1998,"A","","San Mateo County, California","Federal Government","SIC 9512 Land, mineral, wildlife conservation","County, 4-digit SIC -- by ownership sector","All establishment sizes",2,7,334533,0,0,919,47790
"06081","1","SIC_0J96","29","0",1998,"A","","San Mateo County, California","Federal Government","SIC 96 Administration of Economic Programs","County, 2-digit SIC -- by ownership sector","All establishment sizes",9,102,3916347,0,0,738,38395
"06081","1","SIC_0J961","30","0",1998,"A","","San Mateo County, California","Federal Government","SIC 961 Admin. of General Economic Programs","County, 3-digit SIC -- by ownership sector","All establishment sizes",3,21,752480,0,0,689,35832
"06081","1","SIC_0J9611","31","0",1998,"A","","San Mateo County, California","Federal Government","SIC 9611 Admin. of general economic programs","County, 4-digit SIC -- by ownership sector","All establishment sizes",3,21,752480,0,0,689,35832
