"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"06001","0","10","70","0","2010","A","","Alameda County, California","Total Covered","Total, all industries","County, Total Covered","All establishment sizes",54132,630343,38561384582,4249021761,209576251,1176,61175,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1132,2.1,-10606,-1.7,833156165,2.2,-29259191,-0.7,27834424,15.3,44,3.9,2312,3.9
"06001","1","10","71","0","2010","A","","Alameda County, California","Federal Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",114,10535,785313333,0,0,1434,74544,"",0.28,0.72,0.59,0.00,0.00,0.82,0.82,"",2,1.8,591,5.9,74465137,10.5,0,0.0,0,0.0,59,4.3,3059,4.3
"06001","1","102","72","0","2010","A","","Alameda County, California","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",114,10535,785313333,0,0,1434,74544,"",0.28,0.73,0.60,0.00,0.00,0.82,0.82,"",2,1.8,591,5.9,74465137,10.5,0,0.0,0,0.0,59,4.3,3059,4.3
"06001","1","1021","73","0","2010","A","","Alameda County, California","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",29,3995,238731776,0,0,1149,59753,"",0.15,1.10,0.91,0.00,0.00,0.82,0.82,"",0,0.0,-503,-11.2,-18582418,-7.2,0,0.0,0,0.0,49,4.5,2546,4.5
"06001","1","1023","73","0","2010","A","","Alameda County, California","Federal Government","Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",1,12,1028030,0,0,1719,89394,"",0.19,0.15,0.11,0.00,0.00,0.73,0.73,"",0,0.0,5,71.4,383573,59.5,0,0.0,0,0.0,10,0.6,503,0.6
"06001","1","1024","73","0","2010","A","","Alameda County, California","Federal Government","Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",2,18,1788920,0,0,1885,98023,"",0.21,0.05,0.05,0.00,0.00,0.92,0.92,"",0,0.0,-1,-5.3,23510,1.3,0,0.0,0,0.0,50,2.7,2595,2.7
"06001","1","1025","73","0","2010","A","","Alameda County, California","Federal Government","Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1,305,26582985,0,0,1675,87086,"",0.13,0.18,0.17,0.00,0.00,0.96,0.96,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06001","1","1026","73","0","2010","A","","Alameda County, California","Federal Government","Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",4,153,11093673,0,0,1391,72311,"",0.39,0.52,0.74,0.00,0.00,1.43,1.43,"",-1,-20.0,1,0.7,315852,2.9,0,0.0,0,0.0,23,1.7,1170,1.6
"06001","1","1028","73","0","2010","A","","Alameda County, California","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",77,6051,506087949,0,0,1608,83636,"",0.43,0.73,0.62,0.00,0.00,0.85,0.85,"",2,2.7,782,14.8,65741635,14.9,0,0.0,0,0.0,1,0.1,62,0.1
"06001","1","48-49","74","0","2010","A","","Alameda County, California","Federal Government","Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",29,3995,238731776,0,0,1149,59753,"",0.16,1.21,0.97,0.00,0.00,0.80,0.80,"",0,0.0,-503,-11.2,-18582418,-7.2,0,0.0,0,0.0,49,4.5,2546,4.5
"06001","1","491","75","0","2010","A","","Alameda County, California","Federal Government","Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",29,3995,238731776,0,0,1149,59753,"",0.16,1.23,1.01,0.00,0.00,0.82,0.82,"",0,0.0,-503,-11.2,-18582418,-7.2,0,0.0,0,0.0,49,4.5,2546,4.5
"06001","1","4911","76","0","2010","A","","Alameda County, California","Federal Government","Postal service","County, NAICS 4-digit -- by ownership sector","All establishment sizes",29,3995,238731776,0,0,1149,59753,"",0.16,1.23,1.01,0.00,0.00,0.82,0.82,"",0,0.0,-503,-11.2,-18582418,-7.2,0,0.0,0,0.0,49,4.5,2546,4.5
"06001","1","49111","77","0","2010","A","","Alameda County, California","Federal Government","Postal service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",29,3995,238731776,0,0,1149,59753,"",0.16,1.23,1.01,0.00,0.00,0.82,0.82,"",0,0.0,-503,-11.2,-18582418,-7.2,0,0.0,0,0.0,49,4.5,2546,4.5
"06001","1","491110","78","0","2010","A","","Alameda County, California","Federal Government","Postal service","County, NAICS 6-digit -- by ownership sector","All establishment sizes",29,3995,238731776,0,0,1149,59753,"",0.16,1.23,1.01,0.00,0.00,0.82,0.82,"",0,0.0,-503,-11.2,-18582418,-7.2,0,0.0,0,0.0,49,4.5,2546,4.5
"06001","1","52","74","0","2010","A","","Alameda County, California","Federal Government","Finance and insurance","County, NAICS Sector -- by ownership sector","All establishment sizes",1,12,1028030,0,0,1719,89394,"",0.19,0.15,0.11,0.00,0.00,0.73,0.73,"",0,0.0,5,71.4,383573,59.5,0,0.0,0,0.0,10,0.6,503,0.6
"06001","1","522","75","0","2010","A","","Alameda County, California","Federal Government","Credit intermediation and related activities","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,12,1028030,0,0,1719,89394,"",0.23,0.34,0.29,0.00,0.00,0.89,0.89,"",0,0.0,5,71.4,383573,59.5,0,0.0,0,0.0,10,0.6,503,0.6
"06001","1","5222","76","0","2010","A","","Alameda County, California","Federal Government","Nondepository credit intermediation","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,12,1028030,0,0,1719,89394,"",0.23,0.34,0.29,0.00,0.00,0.89,0.89,"",0,0.0,5,71.4,383573,59.5,0,0.0,0,0.0,10,0.6,503,0.6
"06001","1","52229","77","0","2010","A","","Alameda County, California","Federal Government","Other nondepository credit intermediation","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,12,1028030,0,0,1719,89394,"",0.23,0.34,0.29,0.00,0.00,0.89,0.89,"",0,0.0,5,71.4,383573,59.5,0,0.0,0,0.0,10,0.6,503,0.6
"06001","1","522298","78","0","2010","A","","Alameda County, California","Federal Government","All other nondepository credit intermediation","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,12,1028030,0,0,1719,89394,"",0.43,0.80,0.61,0.00,0.00,0.80,0.80,"",0,0.0,5,71.4,383573,59.5,0,0.0,0,0.0,10,0.6,503,0.6
"06001","1","54","74","0","2010","A","","Alameda County, California","Federal Government","Professional and technical services","County, NAICS Sector -- by ownership sector","All establishment sizes",2,18,1788920,0,0,1885,98023,"",0.23,0.05,0.05,0.00,0.00,0.91,0.91,"",0,0.0,-1,-5.3,23510,1.3,0,0.0,0,0.0,50,2.7,2595,2.7
"06001","1","541","75","0","2010","A","","Alameda County, California","Federal Government","Professional and technical services","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,18,1788920,0,0,1885,98023,"",0.23,0.05,0.05,0.00,0.00,0.91,0.91,"",0,0.0,-1,-5.3,23510,1.3,0,0.0,0,0.0,50,2.7,2595,2.7
"06001","1","5413","76","0","2010","A","","Alameda County, California","Federal Government","Architectural and engineering services","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,11,972459,0,0,1781,92615,"",0.20,0.04,0.04,0.00,0.00,0.87,0.87,"",0,0.0,1,10.0,11708,1.2,0,0.0,0,0.0,-7,-0.4,-361,-0.4
"06001","1","54133","77","0","2010","A","","Alameda County, California","Federal Government","Engineering services","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,11,972459,0,0,1781,92615,"",0.20,0.04,0.04,0.00,0.00,0.87,0.87,"",0,0.0,1,10.0,11708,1.2,0,0.0,0,0.0,-7,-0.4,-361,-0.4
"06001","1","541330","78","0","2010","A","","Alameda County, California","Federal Government","Engineering services","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,11,972459,0,0,1781,92615,"",0.20,0.04,0.04,0.00,0.00,0.87,0.87,"",0,0.0,1,10.0,11708,1.2,0,0.0,0,0.0,-7,-0.4,-361,-0.4
"06001","1","5416","76","0","2010","A","","Alameda County, California","Federal Government","Management and technical consulting services","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,8,816461,0,0,2026,105350,"",1.61,1.32,1.22,0.00,0.00,0.96,0.96,"",0,0.0,0,0.0,11802,1.5,0,0.0,0,0.0,131,6.9,6820,6.9
"06001","1","54162","77","0","2010","A","","Alameda County, California","Federal Government","Environmental consulting services","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,8,816461,0,0,2026,105350,"",5.93,2.35,1.89,0.00,0.00,0.83,0.83,"",0,0.0,0,0.0,11802,1.5,0,0.0,0,0.0,131,6.9,6820,6.9
"06001","1","541620","78","0","2010","A","","Alameda County, California","Federal Government","Environmental consulting services","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,8,816461,0,0,2026,105350,"",5.93,2.35,1.89,0.00,0.00,0.83,0.83,"",0,0.0,0,0.0,11802,1.5,0,0.0,0,0.0,131,6.9,6820,6.9
"06001","1","62","74","0","2010","A","","Alameda County, California","Federal Government","Health care and social assistance","County, NAICS Sector -- by ownership sector","All establishment sizes",1,305,26582985,0,0,1675,87086,"",0.15,0.18,0.18,0.00,0.00,0.96,0.96,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06001","1","621","75","0","2010","A","","Alameda County, California","Federal Government","Ambulatory health care services","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,305,26582985,0,0,1675,87086,"",0.33,2.38,2.14,0.00,0.00,0.90,0.90,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06001","1","6211","76","0","2010","A","","Alameda County, California","Federal Government","Offices of physicians","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,305,26582985,0,0,1675,87086,"",0.44,3.84,3.30,0.00,0.00,0.86,0.86,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06001","1","62111","77","0","2010","A","","Alameda County, California","Federal Government","Offices of physicians","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,305,26582985,0,0,1675,87086,"",0.44,3.84,3.30,0.00,0.00,0.86,0.86,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06001","1","621111","78","0","2010","A","","Alameda County, California","Federal Government","Offices of physicians, except mental health","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,305,26582985,0,0,1675,87086,"",0.44,3.84,3.30,0.00,0.00,0.86,0.86,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06001","1","71","74","0","2010","A","","Alameda County, California","Federal Government","Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",4,153,11093673,0,0,1391,72311,"",0.54,0.71,0.88,0.00,0.00,1.23,1.23,"",0,0.0,5,3.4,380798,3.6,0,0.0,0,0.0,-6,-0.4,-319,-0.4
"06001","1","712","75","0","2010","A","","Alameda County, California","Federal Government","Museums, historical sites, zoos, and parks","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,117,10180430,0,0,1673,87012,"",0.50,0.89,1.04,0.00,0.00,1.16,1.16,"",0,0.0,2,1.7,224037,2.3,0,0.0,0,0.0,4,0.2,246,0.3
"06001","1","7121","76","0","2010","A","","Alameda County, California","Federal Government","Museums, historical sites, zoos, and parks","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,117,10180430,0,0,1673,87012,"",0.50,0.89,1.04,0.00,0.00,1.16,1.16,"",0,0.0,2,1.7,224037,2.3,0,0.0,0,0.0,4,0.2,246,0.3
"06001","1","71211","77","0","2010","A","","Alameda County, California","Federal Government","Museums","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,1,22813,0,0,439,22813,"",6.15,0.03,0.01,0.00,0.00,0.23,0.23,"",0,0.0,0,0.0,14159,163.6,0,0.0,0,0.0,239,119.5,12428,119.7
"06001","1","712110","78","0","2010","A","","Alameda County, California","Federal Government","Museums","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,1,22813,0,0,439,22813,"",6.15,0.03,0.01,0.00,0.00,0.23,0.23,"",0,0.0,0,0.0,14159,163.6,0,0.0,0,0.0,239,119.5,12428,119.7
"06001","1","71219","77","0","2010","A","","Alameda County, California","Federal Government","Nature parks and other similar institutions","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,116,10157617,0,0,1684,87566,"",0.27,1.20,1.56,0.00,0.00,1.30,1.30,"",0,0.0,2,1.8,209878,2.1,0,0.0,0,0.0,5,0.3,241,0.3
"06001","1","712190","78","0","2010","A","","Alameda County, California","Federal Government","Nature parks and other similar institutions","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,116,10157617,0,0,1684,87566,"",0.27,1.20,1.56,0.00,0.00,1.30,1.30,"",0,0.0,2,1.8,209878,2.1,0,0.0,0,0.0,5,0.3,241,0.3
"06001","1","713","75","0","2010","A","","Alameda County, California","Federal Government","Amusements, gambling, and recreation","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,36,913243,0,0,482,25078,"",0.59,0.47,0.39,0.00,0.00,0.81,0.81,"",0,0.0,3,9.1,156761,20.7,0,0.0,0,0.0,38,8.6,1979,8.6
"06001","1","7139","76","0","2010","A","","Alameda County, California","Federal Government","Other amusement and recreation industries","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,36,913243,0,0,482,25078,"",0.60,0.48,0.39,0.00,0.00,0.82,0.81,"",0,0.0,3,9.1,156761,20.7,0,0.0,0,0.0,38,8.6,1979,8.6
"06001","1","71399","77","0","2010","A","","Alameda County, California","Federal Government","All other amusement and recreation industries","County, NAICS 5-digit -- by ownership sector","All establishment sizes",2,36,913243,0,0,482,25078,"",1.72,1.25,0.97,0.00,0.00,0.76,0.76,"",0,0.0,3,9.1,156761,20.7,0,0.0,0,0.0,38,8.6,1979,8.6
"06001","1","713990","78","0","2010","A","","Alameda County, California","Federal Government","All other amusement and recreation industries","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,36,913243,0,0,482,25078,"",1.72,1.25,0.97,0.00,0.00,0.76,0.76,"",0,0.0,3,9.1,156761,20.7,0,0.0,0,0.0,38,8.6,1979,8.6
"06001","1","92","74","0","2010","A","","Alameda County, California","Federal Government","Public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",77,6051,506087949,0,0,1608,83636,"",0.43,0.73,0.62,0.00,0.00,0.85,0.85,"",2,2.7,782,14.8,65741635,14.9,0,0.0,0,0.0,1,0.1,62,0.1
"06001","1","921","75","0","2010","A","","Alameda County, California","Federal Government","Executive, legislative and general government","County, NAICS 3-digit -- by ownership sector","All establishment sizes",4,1138,91017876,0,0,1538,79957,"",0.27,1.32,1.09,0.00,0.00,0.83,0.83,"",-1,-20.0,18,1.6,3832363,4.4,0,0.0,0,0.0,41,2.7,2107,2.7
