"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"06075","0","10","70","0","2010","A","","San Francisco County, California","Total Covered","Total, all industries","County, Total Covered","All establishment sizes",52846,545721,41671575557,3887574447,193892433,1468,76361,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1329,2.6,-3995,-0.7,1212924442,3.0,59349936,1.6,32701419,20.3,53,3.7,2762,3.8
"06075","1","10","71","0","2010","A","","San Francisco County, California","Federal Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",129,15267,1325106912,0,0,1669,86796,"",0.33,1.20,0.92,0.00,0.00,0.77,0.77,"",1,0.8,645,4.4,139540629,11.8,0,0.0,0,0.0,110,7.1,5716,7.0
"06075","1","102","72","0","2010","A","","San Francisco County, California","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",129,15267,1325106912,0,0,1669,86796,"",0.33,1.22,0.94,0.00,0.00,0.77,0.77,"",1,0.8,645,4.4,139540629,11.8,0,0.0,0,0.0,110,7.1,5716,7.0
"06075","1","1021","73","0","2010","A","","San Francisco County, California","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",41,3480,206965673,0,0,1144,59471,"",0.22,1.11,0.73,0.00,0.00,0.66,0.66,"",1,2.5,-441,-11.2,-19226161,-8.5,0,0.0,0,0.0,35,3.2,1779,3.1
"06075","1","1022","73","0","2010","A","","San Francisco County, California","Federal Government","Information","County, by Supersector -- by ownership sector","All establishment sizes",1,7,707928,0,0,1945,101133,"",1.39,0.22,0.20,0.00,0.00,0.90,0.90,"",0,0.0,0,0.0,20937,3.0,0,0.0,0,0.0,58,3.1,2991,3.0
"06075","1","1023","73","0","2010","A","","San Francisco County, California","Federal Government","Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",2,243,30879306,0,0,2445,127163,"",0.39,3.53,2.96,0.00,0.00,0.84,0.84,"",-1,-33.3,-61,-20.1,-2630949,-7.9,0,0.0,0,0.0,325,15.3,16902,15.3
"06075","1","1024","73","0","2010","A","","San Francisco County, California","Federal Government","Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",3,318,32744609,0,0,1980,102970,"",0.32,1.02,0.79,0.00,0.00,0.77,0.77,"",0,0.0,6,1.9,2342950,7.7,0,0.0,0,0.0,105,5.6,5477,5.6
"06075","1","1025","73","0","2010","A","","San Francisco County, California","Federal Government","Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1,2274,204652139,0,0,1731,90016,"",0.14,1.52,1.21,0.00,0.00,0.80,0.80,"",0,0.0,580,34.2,101600934,98.6,0,0.0,0,0.0,561,47.9,29165,47.9
"06075","1","1026","73","0","2010","A","","San Francisco County, California","Federal Government","Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",2,485,34032284,0,0,1350,70182,"",0.20,1.89,2.10,0.00,0.00,1.11,1.11,"",-1,-33.3,-24,-4.7,-781471,-2.2,0,0.0,0,0.0,36,2.7,1830,2.7
"06075","1","1028","73","0","2010","A","","San Francisco County, California","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",80,8461,815124973,0,0,1853,96344,"",0.46,1.18,0.92,0.00,0.00,0.78,0.78,"",3,3.9,585,7.4,58214389,7.7,0,0.0,0,0.0,5,0.3,241,0.3
