"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"06001","0","10","70","0","2005","A","","Alameda County, California","Total Covered","Total, all industries","County, Total Covered","All establishment sizes",47138,675480,35903083475,4609581949,216873594,1022,53152,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-360,-0.8,3277,0.5,1350585848,3.9,126367427,2.8,11022302,5.4,34,3.4,1750,3.4
"06001","1","10","71","0","2005","A","","Alameda County, California","Federal Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",114,10592,691838679,0,0,1256,65317,"",0.39,0.75,0.63,0.00,0.00,0.83,0.84,"",15,15.2,-221,-2.0,8442029,1.2,0,0.0,0,0.0,41,3.4,2118,3.4
"06001","1","102","72","0","2005","A","","Alameda County, California","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",114,10592,691838679,0,0,1256,65317,"",0.39,0.77,0.64,0.00,0.00,0.84,0.84,"",15,15.2,-221,-2.0,8442029,1.2,0,0.0,0,0.0,41,3.4,2118,3.4
"06001","1","1021","73","0","2005","A","","Alameda County, California","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",38,5836,352981266,0,0,1163,60484,"",0.33,1.31,1.23,0.00,0.00,0.94,0.94,"",15,65.2,-105,-1.8,-5887239,-1.6,0,0.0,0,0.0,1,0.1,75,0.1
"06001","1","1023","73","0","2005","A","","Alameda County, California","Federal Government","Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",1,2,207529,0,0,1995,103765,"",0.17,0.03,0.03,0.00,0.00,1.03,1.03,"",0,0.0,0,0.0,2779,1.4,0,0.0,0,0.0,26,1.3,1390,1.4
"06001","1","1024","73","0","2005","A","","Alameda County, California","Federal Government","Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",2,18,1539474,0,0,1660,86326,"",0.23,0.05,0.05,0.00,0.00,0.96,0.96,"",0,0.0,-2,-10.0,-167190,-9.8,0,0.0,0,0.0,26,1.6,1347,1.6
"06001","1","1026","73","0","2005","A","","Alameda County, California","Federal Government","Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",4,118,7907232,0,0,1288,66963,"",0.62,0.43,0.65,0.00,0.00,1.53,1.53,"",-3,-42.9,-3,-2.5,119246,1.5,0,0.0,0,0.0,53,4.3,2732,4.3
"06001","1","1028","73","0","2005","A","","Alameda County, California","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",69,4618,329203178,0,0,1371,71284,"",0.46,0.64,0.52,0.00,0.00,0.81,0.81,"",3,4.5,-111,-2.3,14374433,4.6,0,0.0,0,0.0,91,7.1,4716,7.1
"06001","1","48-49","74","0","2005","A","","Alameda County, California","Federal Government","Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",38,5836,352981266,0,0,1163,60484,"",0.34,1.42,1.30,0.00,0.00,0.91,0.91,"",16,72.7,-105,-1.8,-5887239,-1.6,0,0.0,0,0.0,1,0.1,75,0.1
"06001","1","488","75","0","2005","A","","Alameda County, California","Federal Government","Support activities for transportation","County, NAICS 3-digit -- by ownership sector","All establishment sizes",4,419,62375769,0,0,2864,148927,"",1.84,3.53,3.35,0.00,0.00,0.95,0.95,"",0,0.0,-22,-5.0,-39600,-0.1,0,0.0,0,0.0,140,5.1,7262,5.1
