"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"06081","0","10","70","0","2011","A","","San Mateo County, California","Total Covered","Total, all industries","County, Total Covered","All establishment sizes",24240,326055,24861044235,2518346578,135599927,1466,76248,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",654,2.8,8479,2.7,1279679115,5.4,203496530,8.8,22562709,20.0,38,2.7,1994,2.7
"06081","1","10","71","0","2011","A","","San Mateo County, California","Federal Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",65,3760,283789632,0,0,1451,75468,"",0.36,0.52,0.34,0.00,0.00,0.65,0.65,"",0,0.0,-279,-6.9,-7636531,-2.6,0,0.0,0,0.0,63,4.5,3312,4.6
"06081","1","102","72","0","2011","A","","San Mateo County, California","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",65,3760,283789632,0,0,1451,75468,"",0.36,0.53,0.35,0.00,0.00,0.65,0.65,"",0,0.0,-279,-6.9,-7636531,-2.6,0,0.0,0,0.0,63,4.5,3312,4.6
"06081","1","1021","73","0","2011","A","","San Mateo County, California","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",30,1905,118741703,0,0,1199,62343,"",0.36,1.07,0.73,0.00,0.00,0.69,0.69,"",0,0.0,-135,-6.6,-5778600,-4.6,0,0.0,0,0.0,25,2.1,1294,2.1
"06081","1","1024","73","0","2011","A","","San Mateo County, California","Federal Government","Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",3,7,863309,0,0,2317,120462,"",0.70,0.04,0.04,0.00,0.00,0.91,0.91,"",0,0.0,0,0.0,-33793,-3.8,0,0.0,0,0.0,-63,-2.6,-3276,-2.6
"06081","1","1025","73","0","2011","A","","San Mateo County, California","Federal Government","Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",2,785,67119937,0,0,1644,85494,"",0.58,0.86,0.66,0.00,0.00,0.77,0.77,"",0,0.0,32,4.2,1079406,1.6,0,0.0,0,0.0,-43,-2.5,-2209,-2.5
"06081","1","1027","73","0","2011","A","","San Mateo County, California","Federal Government","Other services","County, by Supersector -- by ownership sector","All establishment sizes",1,15,954629,0,0,1245,64721,"",1.73,1.19,0.95,0.00,0.00,0.81,0.81,"",0,0.0,0,0.0,-17179,-1.8,0,0.0,0,0.0,13,1.1,646,1.0
"06081","1","1028","73","0","2011","A","","San Mateo County, California","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",29,1049,96110054,0,0,1762,91642,"",0.37,0.26,0.19,0.00,0.00,0.71,0.71,"",0,0.0,-175,-14.3,-2886365,-2.9,0,0.0,0,0.0,206,13.2,10746,13.3
"06081","1","48-49","74","0","2011","A","","San Mateo County, California","Federal Government","Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",30,1905,118741703,0,0,1199,62343,"",0.37,1.18,0.79,0.00,0.00,0.67,0.67,"",0,0.0,-135,-6.6,-5778600,-4.6,0,0.0,0,0.0,25,2.1,1294,2.1
"06081","1","491","75","0","2011","A","","San Mateo County, California","Federal Government","Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",30,1905,118741703,0,0,1199,62343,"",0.37,1.20,0.82,0.00,0.00,0.68,0.68,"",0,0.0,-135,-6.6,-5778600,-4.6,0,0.0,0,0.0,25,2.1,1294,2.1
"06081","1","4911","76","0","2011","A","","San Mateo County, California","Federal Government","Postal service","County, NAICS 4-digit -- by ownership sector","All establishment sizes",30,1905,118741703,0,0,1199,62343,"",0.37,1.20,0.82,0.00,0.00,0.68,0.68,"",0,0.0,-135,-6.6,-5778600,-4.6,0,0.0,0,0.0,25,2.1,1294,2.1
"06081","1","49111","77","0","2011","A","","San Mateo County, California","Federal Government","Postal service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",30,1905,118741703,0,0,1199,62343,"",0.37,1.20,0.82,0.00,0.00,0.68,0.68,"",0,0.0,-135,-6.6,-5778600,-4.6,0,0.0,0,0.0,25,2.1,1294,2.1
"06081","1","491110","78","0","2011","A","","San Mateo County, California","Federal Government","Postal service","County, NAICS 6-digit -- by ownership sector","All establishment sizes",30,1905,118741703,0,0,1199,62343,"",0.37,1.20,0.82,0.00,0.00,0.68,0.68,"",0,0.0,-135,-6.6,-5778600,-4.6,0,0.0,0,0.0,25,2.1,1294,2.1
"06081","1","54","74","0","2011","A","","San Mateo County, California","Federal Government","Professional and technical services","County, NAICS Sector -- by ownership sector","All establishment sizes",3,7,863309,0,0,2317,120462,"",0.77,0.04,0.04,0.00,0.00,0.90,0.90,"",0,0.0,0,0.0,-33793,-3.8,0,0.0,0,0.0,-63,-2.6,-3276,-2.6
